Name,Age,Position,Nationality,Market Value,Club Name
Kjetil Haug,27,Goalkeeper,Norway,€600k,FC Toulouse
Álex Domínguez,26,Goalkeeper,Spain,€300k,FC Toulouse
Charlie Cresswell,22,Centre-Back,England,€10.00m,FC Toulouse
Mark McKenzie,26,Centre-Back,United States / Jamaica,€6.00m,FC Toulouse
Rasmus Nicolaisen,28,Centre-Back,Denmark,€4.50m,FC Toulouse
Jaydee Canvot,18,Centre-Back,France,€4.00m,FC Toulouse
Ylies Aradj,20,Left-Back,France / Algeria,-,FC Toulouse
Warren Kamanzi,24,Right-Back,Norway,€2.00m,FC Toulouse
Djibril Sidibé,32,Right-Back,France / Mali,€1.00m,FC Toulouse
Cristian Cásseres Jr.,25,Central Midfield,Venezuela,€6.00m,FC Toulouse
Vincent Sierro,29,Central Midfield,Switzerland,€4.00m,FC Toulouse
Niklas Schmidt,27,Central Midfield,Germany,€1.80m,FC Toulouse
Rafik Messali,22,Right Midfield,Algeria / France,€800k,FC Toulouse
Aron Dønnum,27,Left Midfield,Norway,€4.00m,FC Toulouse
Mario Sauer,21,Attacking Midfield,Slovakia,€2.00m,FC Toulouse
Mathis Saka,18,Attacking Midfield,France,€50k,FC Toulouse
Yann Gboho,24,Left Winger,France / Cote d'Ivoire,€8.00m,FC Toulouse
Ibrahim Cissoko,22,Left Winger,Netherlands / Guinea,€1.50m,FC Toulouse
Zakaria Aboukhlal,25,Right Winger,Morocco / Netherlands,€12.00m,FC Toulouse
Shavy Babicka,25,Right Winger,Gabon,€2.50m,FC Toulouse
Noah Edjouma,19,Right Winger,France / Cameroon,€800k,FC Toulouse
Frank Magri,25,Centre-Forward,Cameroon / France,€3.00m,FC Toulouse
Said Hamulic,24,Centre-Forward,Bosnia-Herzegovina / Netherlands,€400k,FC Toulouse
Paul Argney,19,Goalkeeper,France,€100k,Le Havre AC
Arouna Sangante,23,Centre-Back,Senegal / Guinea-Bissau,€8.00m,Le Havre AC
Étienne Youté Kinkoué,23,Centre-Back,France / Cameroon,€7.00m,Le Havre AC
Gautier Lloris,29,Centre-Back,France,€3.00m,Le Havre AC
Aliou Thiaré,21,Centre-Back,Senegal,€800k,Le Havre AC
Yanis Zouaoui,27,Left-Back,France / Algeria,€800k,Le Havre AC
Oualid El Hajjam,34,Right-Back,Morocco / France,€300k,Le Havre AC
Abdoulaye Touré,31,Defensive Midfield,Guinea / France,€3.00m,Le Havre AC
Rassoul Ndiaye,23,Defensive Midfield,Senegal / France,€2.00m,Le Havre AC
Yassine Kechta,23,Central Midfield,Morocco / France,€5.00m,Le Havre AC
Simon Ebonog,20,Central Midfield,France / Cameroon,€150k,Le Havre AC
Mokrane Bentoumi,20,Attacking Midfield,France / Algeria,€50k,Le Havre AC
Ismaïl Bouneb,19,Attacking Midfield,France / Algeria,€50k,Le Havre AC
Issa Soumaré,24,Left Winger,Senegal / Mauritania,€2.00m,Le Havre AC
Kandet Diawara,25,Left Winger,Guinea / France,€400k,Le Havre AC
Ruben Londja,19,Right Winger,Switzerland,-,Le Havre AC
Elysée Logbo,21,Centre-Forward,France / Cote d'Ivoire,€400k,Le Havre AC
Lucas Perri,27,Goalkeeper,Brazil / Italy,€10.00m,Olympique Lyon
Rémy Descamps,29,Goalkeeper,France,€1.20m,Olympique Lyon
Mathieu Patouillet,21,Goalkeeper,France,€800k,Olympique Lyon
Justin Bengui,19,Goalkeeper,France / Angola,€400k,Olympique Lyon
Lassine Diarra,22,Goalkeeper,Mali,€50k,Olympique Lyon
Moussa Niakhaté,29,Centre-Back,Senegal / France,€15.00m,Olympique Lyon
Duje Caleta-Car,28,Centre-Back,Croatia,€7.00m,Olympique Lyon
Adryelson,27,Centre-Back,Brazil,€3.50m,Olympique Lyon
Clinton Mata,32,Centre-Back,Angola / Belgium,€3.50m,Olympique Lyon
Abner,25,Left-Back,Brazil,€7.00m,Olympique Lyon
Achraf Laâziri,21,Left-Back,Morocco,€800k,Olympique Lyon
Ainsley Maitland-Niles,27,Right-Back,England / Jamaica,€12.00m,Olympique Lyon
Saël Kumbedi,20,Right-Back,France / DR Congo,€7.00m,Olympique Lyon
Orel Mangala,27,Defensive Midfield,Belgium / DR Congo,€18.00m,Olympique Lyon
Johann Lepenant,22,Defensive Midfield,France,€6.00m,Olympique Lyon
Tanner Tessmann,23,Defensive Midfield,United States,€6.00m,Olympique Lyon
Nemanja Matic,36,Defensive Midfield,Serbia / Slovakia,€2.00m,Olympique Lyon
Paul Akouokou,27,Defensive Midfield,Cote d'Ivoire,€800k,Olympique Lyon
Islamdine Halifa,20,Defensive Midfield,France / Comoros,€750k,Olympique Lyon
Corentin Tolisso,30,Central Midfield,France / Togo,€12.00m,Olympique Lyon
Jordan Veretout,32,Central Midfield,France,€4.00m,Olympique Lyon
Mahamadou Diawara,20,Central Midfield,France / Mali,€2.00m,Olympique Lyon
Malick Fofana,20,Left Winger,Belgium / Guinea,€30.00m,Olympique Lyon
Saïd Benrahma,29,Left Winger,Algeria / France,€10.00m,Olympique Lyon
Ernest Nuamah,21,Right Winger,Ghana,€15.00m,Olympique Lyon
Georges Mikautadze,24,Centre-Forward,Georgia / France,€22.00m,Olympique Lyon
Enzo Molebe,17,Centre-Forward,France / DR Congo,€100k,Olympique Lyon
Marco Bizot,34,Goalkeeper,Netherlands,€3.00m,Stade Brestois 29
Grégoire Coudert,26,Goalkeeper,France,€500k,Stade Brestois 29
Noah Jauny,20,Goalkeeper,Ireland,-,Stade Brestois 29
Brendan Chardonnet,30,Centre-Back,France,€6.00m,Stade Brestois 29
Julien Le Cardinal,27,Centre-Back,France,€2.00m,Stade Brestois 29
Bradley Locko,23,Left-Back,France / Congo,€9.00m,Stade Brestois 29
Justin Bourgault,19,Left-Back,France,€800k,Stade Brestois 29
Luck Zogbé,20,Right-Back,Cote d'Ivoire,€2.50m,Stade Brestois 29
Kenny Lala,33,Right-Back,France / Martinique,€2.00m,Stade Brestois 29
Pierre Lees-Melou,32,Defensive Midfield,France,€6.00m,Stade Brestois 29
Hamidou Makalou,18,Defensive Midfield,Mali,€300k,Stade Brestois 29
Mahdi Camara,27,Central Midfield,France / The Gambia,€9.00m,Stade Brestois 29
Hugo Magnetti,27,Central Midfield,France,€6.00m,Stade Brestois 29
Hianga'a Mbock,25,Central Midfield,France / Cameroon,€400k,Stade Brestois 29
Kamory Doumbia,22,Attacking Midfield,Mali,€4.00m,Stade Brestois 29
Axel Camblan,21,Left Winger,France,€500k,Stade Brestois 29
Romain Del Castillo,29,Right Winger,France / Spain,€7.00m,Stade Brestois 29
Ludovic Ajorque,31,Centre-Forward,France / Réunion,€4.00m,Stade Brestois 29
Mama Baldé,29,Centre-Forward,Guinea-Bissau / Portugal,€4.00m,Stade Brestois 29
Pape Sy,28,Goalkeeper,Senegal,€300k,FC Metz
Sadibou Sané,21,Centre-Back,Senegal,€5.00m,FC Metz
Michel Mboula,22,Centre-Back,Gabon,€1.20m,FC Metz
Matthieu Udol,29,Left-Back,France / Guadeloupe,€3.50m,FC Metz
Koffi Kouao,27,Right-Back,Cote d'Ivoire / Ghana,€2.00m,FC Metz
Kevin Van Den Kerkhof,29,Right-Back,Algeria / France,€1.20m,FC Metz
Maxime Colin,33,Right-Back,France,€300k,FC Metz
Alpha Touré,19,Defensive Midfield,Senegal,€400k,FC Metz
Benjamin Stambouli,34,Defensive Midfield,France / Algeria,€400k,FC Metz
Jessy Deminguet,27,Central Midfield,France,€2.50m,FC Metz
Joseph Nduquidi,20,Central Midfield,Angola / France,€400k,FC Metz
Ismaël Guerti,20,Attacking Midfield,Morocco / France,-,FC Metz
Papa Amadou Diallo,21,Left Winger,Senegal,€4.00m,FC Metz
Cheikh Sabaly,26,Left Winger,Senegal,€4.00m,FC Metz
Morgan Bokele,21,Left Winger,Cameroon / France,€600k,FC Metz
Gauthier Hein,28,Right Winger,France,€4.00m,FC Metz
Joel Asoro,26,Right Winger,Sweden / Nigeria,€1.00m,FC Metz
Malick Mbaye,21,Right Winger,Senegal,€500k,FC Metz
Idrissa Gueye,18,Centre-Forward,Senegal,€4.00m,FC Metz
Ibou Sané,20,Centre-Forward,Senegal,€600k,FC Metz
Pape Moussa Fall,20,Centre-Forward,Senegal,€500k,FC Metz
Joseph Mangondo,19,Centre-Forward,France / Cameroon,€50k,FC Metz
