Name,Age,Position,Club Name,League Name,Market Value,Nationality,Profile URL
Mert Hakan Yandaş,"Aug 19, 1994 (30)",Attacking Midfield,Fenerbahce,Süper Lig,€800k,Türkiye,https://www.transfermarkt.com/mert-hakan-yandas/profil/spieler/306462
Allan Saint-Maximin,"Mar 12, 1997 (28)",Left Winger,Fenerbahce,Süper Lig,€13.00m,France / Guadeloupe,https://www.transfermarkt.com/allan-saint-maximin/profil/spieler/272642
Oğuz Aydın,"Oct 27, 2000 (24)",Left Winger,Fenerbahce,Süper Lig,€11.00m,Türkiye,https://www.transfermarkt.com/oguz-aydin/profil/spieler/563749
Ryan Kent,"Nov 11, 1996 (28)",Left Winger,Fenerbahce,Süper Lig,€2.50m,England,https://www.transfermarkt.com/ryan-kent/profil/spieler/279457
Kaan Akyazı,"Aug 27, 2005 (19)",Left Winger,Fenerbahce,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/kaan-akyazi/profil/spieler/1047598
Yiğit Emir Ekiz,"Jul 27, 2006 (18)",Left Winger,Fenerbahce,Süper Lig,-,Türkiye,https://www.transfermarkt.com/yigit-emir-ekiz/profil/spieler/1070027
Cengiz Ünder,"Jul 14, 1997 (27)",Right Winger,Fenerbahce,Süper Lig,€7.50m,Türkiye,https://www.transfermarkt.com/cengiz-under/profil/spieler/341647
İrfan Can Kahveci,"Jul 15, 1995 (29)",Right Winger,Fenerbahce,Süper Lig,€7.00m,Türkiye,https://www.transfermarkt.com/irfan-can-kahveci/profil/spieler/216603
Dušan Tadić,"Nov 20, 1988 (36)",Right Winger,Fenerbahce,Süper Lig,€2.20m,Serbia,https://www.transfermarkt.com/dusan-tadic/profil/spieler/36139
Burak Kapacak,"Dec 8, 1999 (25)",Right Winger,Fenerbahce,Süper Lig,€125k,Türkiye,https://www.transfermarkt.com/burak-kapacak/profil/spieler/340251
Youssef En-Nesyri,"Jun 1, 1997 (28)",Centre-Forward,Fenerbahce,Süper Lig,€24.00m,Morocco,https://www.transfermarkt.com/youssef-en-nesyri/profil/spieler/433049
Edin Džeko,"Mar 17, 1986 (39)",Centre-Forward,Fenerbahce,Süper Lig,€1.60m,Bosnia-Herzegovina,https://www.transfermarkt.com/edin-dzeko/profil/spieler/28396
Cenk Tosun,"Jun 7, 1991 (34)",Centre-Forward,Fenerbahce,Süper Lig,€1.00m,Türkiye / Germany,https://www.transfermarkt.com/cenk-tosun/profil/spieler/45671
Kenan Piric,"Jul 7, 1994 (30)",Goalkeeper,Antalyaspor,Süper Lig,€500k,Bosnia-Herzegovina,https://www.transfermarkt.com/kenan-piric/profil/spieler/231712
Abdullah Yiğiter,"Feb 20, 2000 (25)",Goalkeeper,Antalyaspor,Süper Lig,€175k,Türkiye,https://www.transfermarkt.com/abdullah-yigiter/profil/spieler/393371
Kağan Arıcan,"Mar 10, 2006 (19)",Goalkeeper,Antalyaspor,Süper Lig,€150k,Türkiye,https://www.transfermarkt.com/kagan-arican/profil/spieler/1047622
Doğukan Özkan,"Feb 4, 2000 (25)",Goalkeeper,Antalyaspor,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/dogukan-ozkan/profil/spieler/537611
Thalisson,"May 7, 1998 (27)",Centre-Back,Antalyaspor,Süper Lig,€700k,Brazil,https://www.transfermarkt.com/thalisson/profil/spieler/323876
Emrecan Uzunhan,"Feb 26, 2001 (24)",Centre-Back,Antalyaspor,Süper Lig,€425k,Türkiye,https://www.transfermarkt.com/emrecan-uzunhan/profil/spieler/683828
Bahadır Öztürk,"Oct 1, 1995 (29)",Centre-Back,Antalyaspor,Süper Lig,€300k,Türkiye,https://www.transfermarkt.com/bahadir-ozturk/profil/spieler/353970
Amar Gerxhaliu,"Apr 26, 2002 (23)",Centre-Back,Antalyaspor,Süper Lig,€300k,Kosovo / Albania,https://www.transfermarkt.com/amar-gerxhaliu/profil/spieler/866177
Veysel Sarı,"Jul 25, 1988 (36)",Centre-Back,Antalyaspor,Süper Lig,€125k,Türkiye,https://www.transfermarkt.com/veysel-sari/profil/spieler/88374
Harun Toprak,"Apr 29, 2005 (20)",Centre-Back,Antalyaspor,Süper Lig,€75k,Türkiye,https://www.transfermarkt.com/harun-toprak/profil/spieler/1068053
Yigit Üstün,"Aug 18, 2006 (18)",Centre-Back,Antalyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/yigit-ustun/profil/spieler/1182006
Abdurrahim Dursun,"Dec 1, 1998 (26)",Left-Back,Antalyaspor,Süper Lig,€250k,Türkiye,https://www.transfermarkt.com/abdurrahim-dursun/profil/spieler/366194
Güray Vural,"Jun 11, 1988 (37)",Left-Back,Antalyaspor,Süper Lig,€100k,Türkiye,https://www.transfermarkt.com/guray-vural/profil/spieler/52281
Efecan Gülerce,"Mar 7, 2002 (23)",Left-Back,Antalyaspor,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/efecan-gulerce/profil/spieler/700393
Bünyamin Balcı,"May 31, 2000 (25)",Right-Back,Antalyaspor,Süper Lig,€2.20m,Türkiye,https://www.transfermarkt.com/bunyamin-balci/profil/spieler/620072
Erdoğan Yeşilyurt,"Nov 6, 1993 (31)",Right-Back,Antalyaspor,Süper Lig,€800k,Türkiye / Germany,https://www.transfermarkt.com/erdogan-yesilyurt/profil/spieler/158946
Mert Yılmaz,"Mar 8, 1999 (26)",Right-Back,Antalyaspor,Süper Lig,€225k,Türkiye / Germany,https://www.transfermarkt.com/mert-yilmaz/profil/spieler/393217
Jakub Kaluzinski,"Oct 31, 2002 (22)",Defensive Midfield,Antalyaspor,Süper Lig,€3.50m,Poland,https://www.transfermarkt.com/jakub-kaluzinski/profil/spieler/699418
Oleksandr Petrusenko,"Mar 26, 1998 (27)",Defensive Midfield,Antalyaspor,Süper Lig,€1.00m,Ukraine,https://www.transfermarkt.com/oleksandr-petrusenko/profil/spieler/461657
Yannick Nkurunziza,"Jun 20, 2002 (23)",Defensive Midfield,Antalyaspor,Süper Lig,-,Burundi,https://www.transfermarkt.com/yannick-nkurunziza/profil/spieler/739277
Hasan Ürkmez,"May 1, 2007 (18)",Defensive Midfield,Antalyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/hasan-urkmez/profil/spieler/1259902
Soner Dikmen,"Sep 1, 1993 (31)",Central Midfield,Antalyaspor,Süper Lig,€1.00m,Türkiye,https://www.transfermarkt.com/soner-dikmen/profil/spieler/291750
Erdal Rakip,"Feb 13, 1996 (29)",Central Midfield,Antalyaspor,Süper Lig,€750k,North Macedonia / Sweden,https://www.transfermarkt.com/erdal-rakip/profil/spieler/230746
Burak İngenç,"Apr 14, 2006 (19)",Central Midfield,Antalyaspor,Süper Lig,€175k,Türkiye,https://www.transfermarkt.com/burak-ingenc/profil/spieler/1047623
Mevlüt Han Ekelik,"Dec 16, 2004 (20)",Central Midfield,Antalyaspor,Süper Lig,€75k,Türkiye,https://www.transfermarkt.com/mevlut-han-ekelik/profil/spieler/727082
Hasan Yakub İlçin,"Mar 24, 2009 (16)",Central Midfield,Antalyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/hasan-yakub-ilcin/profil/spieler/1223303
Sam Larsson,"Apr 10, 1993 (32)",Attacking Midfield,Antalyaspor,Süper Lig,€1.10m,Sweden,https://www.transfermarkt.com/sam-larsson/profil/spieler/159668
Ramzi Safuri,"Oct 21, 1995 (29)",Attacking Midfield,Antalyaspor,Süper Lig,€1.10m,Israel,https://www.transfermarkt.com/ramzi-safuri/profil/spieler/204116
Sander van de Streek,"Mar 24, 1993 (32)",Attacking Midfield,Antalyaspor,Süper Lig,€800k,Netherlands,https://www.transfermarkt.com/sander-van-de-streek/profil/spieler/190222
Emre Uzun,"Jun 20, 2005 (20)",Attacking Midfield,Antalyaspor,Süper Lig,€800k,Türkiye / Germany,https://www.transfermarkt.com/emre-uzun/profil/spieler/820148
Deni Milosevic,"Mar 9, 1995 (30)",Attacking Midfield,Antalyaspor,Süper Lig,€150k,Bosnia-Herzegovina / Belgium,https://www.transfermarkt.com/deni-milosevic/profil/spieler/168163
Moussa Djenepo,"Jun 15, 1998 (27)",Left Winger,Antalyaspor,Süper Lig,€2.00m,Mali,https://www.transfermarkt.com/moussa-djenepo/profil/spieler/485424
Taha Osman Özmert,"May 9, 2006 (19)",Left Winger,Antalyaspor,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/taha-osman-ozmert/profil/spieler/1047621
Ali Demirbilek,"Jan 5, 2009 (16)",Left Winger,Antalyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/ali-demirbilek/profil/spieler/1223332
Berkay Topdemir,"Jan 1, 2007 (18)",Left Winger,Antalyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/berkay-topdemir/profil/spieler/1254152
Andros Townsend,"Jul 16, 1991 (33)",Right Winger,Antalyaspor,Süper Lig,€550k,England,https://www.transfermarkt.com/andros-townsend/profil/spieler/61842
Mehmet İlhan,"Jul 20, 2004 (20)",Right Winger,Antalyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/mehmet-ilhan/profil/spieler/956081
Adolfo Gaich,"Feb 26, 1999 (26)",Centre-Forward,Antalyaspor,Süper Lig,€1.40m,Argentina / Italy,https://www.transfermarkt.com/adolfo-gaich/profil/spieler/608469
Braian Samudio,"Dec 23, 1995 (29)",Centre-Forward,Antalyaspor,Süper Lig,€1.20m,Paraguay,https://www.transfermarkt.com/braian-samudio/profil/spieler/520405
Arda Altun,"Feb 14, 2007 (18)",Centre-Forward,Antalyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/arda-altun/profil/spieler/1212765
Emre Bilgin,"Feb 26, 2004 (21)",Goalkeeper,Fatih Karagümrük,Süper Lig,€700k,Türkiye,https://www.transfermarkt.com/emre-bilgin/profil/spieler/727147
Furkan Bekleviç,"Jan 31, 1999 (26)",Goalkeeper,Fatih Karagümrük,Süper Lig,€400k,Türkiye,https://www.transfermarkt.com/furkan-beklevic/profil/spieler/460218
Furkan Akyüz,"Sep 21, 2005 (19)",Goalkeeper,Fatih Karagümrük,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/furkan-akyuz/profil/spieler/955382
Yiğit Efe Demir,"Aug 2, 2004 (20)",Centre-Back,Fatih Karagümrük,Süper Lig,€1.30m,Türkiye,https://www.transfermarkt.com/yigit-efe-demir/profil/spieler/889136
Yiğit Fidan,"May 11, 2005 (20)",Centre-Back,Fatih Karagümrük,Süper Lig,€350k,Türkiye,https://www.transfermarkt.com/yigit-fidan/profil/spieler/1055247
Papy Djilobodji,"Dec 1, 1988 (36)",Centre-Back,Fatih Karagümrük,Süper Lig,€125k,Senegal,https://www.transfermarkt.com/papy-djilobodji/profil/spieler/136610
Anıl Yiğit Çınar,"Jul 10, 2003 (21)",Centre-Back,Fatih Karagümrük,Süper Lig,€100k,Türkiye,https://www.transfermarkt.com/anil-yigit-cinar/profil/spieler/982344
Berkay Dabanlı,"Jun 27, 1990 (35)",Centre-Back,Fatih Karagümrük,Süper Lig,€50k,Türkiye / Germany,https://www.transfermarkt.com/berkay-dabanli/profil/spieler/121528
Salih Dursun,"Jul 12, 1991 (33)",Centre-Back,Fatih Karagümrük,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/salih-dursun/profil/spieler/176961
Ömer Ersoy,"Mar 16, 2003 (22)",Centre-Back,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/omer-ersoy/profil/spieler/874131
Hakan Eren Atabey,"May 27, 2006 (19)",Centre-Back,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/hakan-eren-atabey/profil/spieler/1047627
Emirhan Parmaksız,"Apr 14, 2005 (20)",Centre-Back,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/emirhan-parmaksiz/profil/spieler/1071801
Halil Cengiz,"Jun 8, 2006 (19)",Centre-Back,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/halil-cengiz/profil/spieler/1182640
Muhammed Kadıoğlu,"Jan 1, 2007 (18)",Centre-Back,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/muhammed-kadioglu/profil/spieler/1372495
Çağtay Kurukalıp,"Feb 24, 2002 (23)",Left-Back,Fatih Karagümrük,Süper Lig,€600k,Türkiye,https://www.transfermarkt.com/cagtay-kurukalip/profil/spieler/616886
Emir Tintiş,"Jan 12, 2004 (21)",Left-Back,Fatih Karagümrük,Süper Lig,€450k,Türkiye,https://www.transfermarkt.com/emir-tintis/profil/spieler/727079
Kerem Yusuf Sirkeci,"Jan 18, 2007 (18)",Left-Back,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/kerem-yusuf-sirkeci/profil/spieler/1372494
Talha Ülvan,"Apr 20, 2001 (24)",Right-Back,Fatih Karagümrük,Süper Lig,€250k,Türkiye / Belgium,https://www.transfermarkt.com/talha-ulvan/profil/spieler/708111
İrfan Köse,"Apr 4, 2004 (21)",Right-Back,Fatih Karagümrük,Süper Lig,€75k,Türkiye,https://www.transfermarkt.com/irfan-kose/profil/spieler/952089
Maruis Tresor Doh,"Dec 17, 2003 (21)",Defensive Midfield,Fatih Karagümrük,Süper Lig,€1.50m,Cote d'Ivoire,https://www.transfermarkt.com/maruis-tresor-doh/profil/spieler/1294653
Atakan Çankaya,"Jun 25, 1998 (27)",Defensive Midfield,Fatih Karagümrük,Süper Lig,€1.00m,Türkiye,https://www.transfermarkt.com/atakan-cankaya/profil/spieler/315208
Berkay Vardar,"Jan 14, 2003 (22)",Defensive Midfield,Fatih Karagümrük,Süper Lig,€350k,Türkiye / Azerbaijan,https://www.transfermarkt.com/berkay-vardar/profil/spieler/724350
Taha Özgür,"May 13, 2005 (20)",Defensive Midfield,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/taha-ozgur/profil/spieler/1081465
Ulaş Oktay Yıldız,"Nov 24, 2006 (18)",Defensive Midfield,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/ulas-oktay-yildiz/profil/spieler/1354834
Flavio Paoletti,"Jan 16, 2003 (22)",Central Midfield,Fatih Karagümrük,Süper Lig,€700k,Italy,https://www.transfermarkt.com/flavio-paoletti/profil/spieler/622801
Adnan Uğur,"Jun 28, 2001 (24)",Central Midfield,Fatih Karagümrük,Süper Lig,€250k,Belgium / Türkiye,https://www.transfermarkt.com/adnan-ugur/profil/spieler/409515
Alper Demirol,"Oct 1, 2002 (22)",Central Midfield,Fatih Karagümrük,Süper Lig,€250k,Sweden / Türkiye,https://www.transfermarkt.com/alper-demirol/profil/spieler/571085
Muhammed Mert,"Feb 9, 1995 (30)",Central Midfield,Fatih Karagümrük,Süper Lig,€125k,Belgium / Türkiye,https://www.transfermarkt.com/muhammed-mert/profil/spieler/183233
Ömer Gümüş,"Jul 7, 2003 (21)",Central Midfield,Fatih Karagümrük,Süper Lig,€100k,Türkiye,https://www.transfermarkt.com/omer-gumus/profil/spieler/880403
Tuğbey Akgün,"Apr 9, 2003 (22)",Central Midfield,Fatih Karagümrük,Süper Lig,€75k,Türkiye,https://www.transfermarkt.com/tugbey-akgun/profil/spieler/642869
Adnan Efe Durmuşoğlu,"Jun 7, 2006 (19)",Central Midfield,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/adnan-efe-durmusoglu/profil/spieler/1268378
Kerem Özmen,"Mar 7, 2008 (17)",Central Midfield,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/kerem-ozmen/profil/spieler/1372498
Göktan Gürpüz,"Jan 22, 2003 (22)",Attacking Midfield,Fatih Karagümrük,Süper Lig,€1.00m,Türkiye / Germany,https://www.transfermarkt.com/goktan-gurpuz/profil/spieler/655912
Daniel Johnson,"Oct 8, 1992 (32)",Attacking Midfield,Fatih Karagümrük,Süper Lig,€500k,Jamaica / England,https://www.transfermarkt.com/daniel-johnson/profil/spieler/169092
Barış Kalaycı,"Aug 30, 2005 (19)",Attacking Midfield,Fatih Karagümrük,Süper Lig,€125k,Türkiye / Germany,https://www.transfermarkt.com/baris-kalayci/profil/spieler/908982
Yiğit Can Korkmaz,"Aug 14, 2006 (18)",Attacking Midfield,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/yigit-can-korkmaz/profil/spieler/1372497
João Camacho,"Jun 23, 1994 (31)",Left Winger,Fatih Karagümrük,Süper Lig,€650k,Portugal,https://www.transfermarkt.com/joao-camacho/profil/spieler/268732
Serginho,"Apr 6, 1995 (30)",Left Winger,Fatih Karagümrük,Süper Lig,€650k,Brazil,https://www.transfermarkt.com/serginho/profil/spieler/456449
Didier Lamkel Zé,"Sep 17, 1996 (28)",Left Winger,Fatih Karagümrük,Süper Lig,€500k,Cameroon,https://www.transfermarkt.com/didier-lamkel-ze/profil/spieler/442320
Muhammet Burak Arıkan,"Sep 22, 2006 (18)",Left Winger,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/muhammet-burak-arikan/profil/spieler/1222404
Doruk Paflak,"Jun 28, 2006 (19)",Left Winger,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/doruk-paflak/profil/spieler/1222405
Arda Akgün,"Jan 11, 2007 (18)",Right Winger,Fatih Karagümrük,Süper Lig,€100k,Türkiye,https://www.transfermarkt.com/arda-akgun/profil/spieler/1063003
Tarık Tuğyan,"Aug 14, 2004 (20)",Right Winger,Fatih Karagümrük,Süper Lig,€75k,Türkiye,https://www.transfermarkt.com/tarik-tugyan/profil/spieler/954159
Emirhan Delibaş,"Jan 1, 2003 (22)",Right Winger,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/emirhan-delibas/profil/spieler/720613
Tarık Buğra Kalpaklı,"Apr 6, 2009 (16)",Right Winger,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/tarik-bugra-kalpakli/profil/spieler/1261862
Nikola Dovedan,"Jul 6, 1994 (30)",Second Striker,Fatih Karagümrük,Süper Lig,€550k,Austria,https://www.transfermarkt.com/nikola-dovedan/profil/spieler/120189
Wesley Moraes,"Nov 24, 1996 (28)",Centre-Forward,Fatih Karagümrük,Süper Lig,€1.80m,Brazil,https://www.transfermarkt.com/wesley-moraes/profil/spieler/381362
Andre Gray,"Jun 26, 1991 (34)",Centre-Forward,Fatih Karagümrük,Süper Lig,€600k,Jamaica / England,https://www.transfermarkt.com/andre-gray/profil/spieler/120565
Ahmet Sivri,"Jul 6, 1999 (25)",Centre-Forward,Fatih Karagümrük,Süper Lig,€225k,Türkiye / Cyprus,https://www.transfermarkt.com/ahmet-sivri/profil/spieler/529251
Baran Demiroğlu,"May 2, 2005 (20)",Centre-Forward,Fatih Karagümrük,Süper Lig,€150k,Türkiye,https://www.transfermarkt.com/baran-demiroglu/profil/spieler/1046188
Yiğit Sert,"Oct 29, 2008 (16)",Centre-Forward,Fatih Karagümrük,Süper Lig,-,Türkiye,https://www.transfermarkt.com/yigit-sert/profil/spieler/1372496
Muhammed Şengezer,"Jan 5, 1997 (28)",Goalkeeper,Basaksehir FK,Süper Lig,€2.20m,Türkiye,https://www.transfermarkt.com/muhammed-sengezer/profil/spieler/330871
Deniz Dilmen,"Jun 5, 2005 (20)",Goalkeeper,Basaksehir FK,Süper Lig,€450k,Türkiye,https://www.transfermarkt.com/deniz-dilmen/profil/spieler/842465
Volkan Babacan,"Aug 11, 1988 (36)",Goalkeeper,Basaksehir FK,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/volkan-babacan/profil/spieler/52261
Yusuf Yılmaz,"Apr 29, 2006 (19)",Goalkeeper,Basaksehir FK,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/yusuf-yilmaz/profil/spieler/1201580
Jerome Opoku,"Oct 14, 1998 (26)",Centre-Back,Basaksehir FK,Süper Lig,€5.00m,Ghana / England,https://www.transfermarkt.com/jerome-opoku/profil/spieler/408563
Léo Duarte,"Jul 17, 1996 (28)",Centre-Back,Basaksehir FK,Süper Lig,€3.00m,Brazil,https://www.transfermarkt.com/leo-duarte/profil/spieler/312678
Ahmed Touba,"Mar 13, 1998 (27)",Centre-Back,Basaksehir FK,Süper Lig,€2.50m,Algeria / Belgium,https://www.transfermarkt.com/ahmed-touba/profil/spieler/325924
Hamza Güreler,"Apr 10, 2006 (19)",Centre-Back,Basaksehir FK,Süper Lig,€2.00m,Türkiye,https://www.transfermarkt.com/hamza-gureler/profil/spieler/988247
Ousseynou Ba,"Nov 11, 1995 (29)",Centre-Back,Basaksehir FK,Süper Lig,€2.00m,Senegal,https://www.transfermarkt.com/ousseynou-ba/profil/spieler/520815
Yağız Dilek,"May 9, 2005 (20)",Centre-Back,Basaksehir FK,Süper Lig,€75k,Türkiye,https://www.transfermarkt.com/yagiz-dilek/profil/spieler/988249
Halit Emre Acun,"Jan 2, 2006 (19)",Centre-Back,Basaksehir FK,Süper Lig,-,Türkiye,https://www.transfermarkt.com/halit-emre-acun/profil/spieler/1208425
Christopher Operi,"Apr 29, 1997 (28)",Left-Back,Basaksehir FK,Süper Lig,€3.80m,Cote d'Ivoire / France,https://www.transfermarkt.com/christopher-operi/profil/spieler/469976
Lucas Lima,"Oct 10, 1991 (33)",Left-Back,Basaksehir FK,Süper Lig,€500k,Brazil,https://www.transfermarkt.com/lucas-lima/profil/spieler/182323
Emre Kaplan,"Jan 12, 2001 (24)",Left-Back,Basaksehir FK,Süper Lig,€375k,Türkiye / Azerbaijan,https://www.transfermarkt.com/emre-kaplan/profil/spieler/645932
Eren Karaağaç,"May 24, 2004 (21)",Left-Back,Basaksehir FK,Süper Lig,€50k,Türkiye / France,https://www.transfermarkt.com/eren-karaagac/profil/spieler/973234
Festy Ebosele,"Aug 2, 2002 (22)",Right-Back,Basaksehir FK,Süper Lig,€4.60m,Ireland / Nigeria,https://www.transfermarkt.com/festy-ebosele/profil/spieler/586756
Ömer Ali Şahiner,"Jan 2, 1992 (33)",Right-Back,Basaksehir FK,Süper Lig,€350k,Türkiye,https://www.transfermarkt.com/omer-ali-sahiner/profil/spieler/110695
Burak Sefa Kavraz,"May 5, 2005 (20)",Right-Back,Basaksehir FK,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/burak-sefa-kavraz/profil/spieler/1070799
Berat Özdemir,"May 23, 1998 (27)",Defensive Midfield,Basaksehir FK,Süper Lig,€4.20m,Türkiye,https://www.transfermarkt.com/berat-ozdemir/profil/spieler/483063
Onur Ergün,"Nov 15, 1992 (32)",Defensive Midfield,Basaksehir FK,Süper Lig,€325k,Türkiye,https://www.transfermarkt.com/onur-ergun/profil/spieler/293998
Miguel Crespo,"Sep 11, 1996 (28)",Central Midfield,Basaksehir FK,Süper Lig,€3.20m,Portugal / France,https://www.transfermarkt.com/miguel-crespo/profil/spieler/498529
Olivier Kemen,"Jul 20, 1996 (28)",Central Midfield,Basaksehir FK,Süper Lig,€2.50m,Cameroon / France,https://www.transfermarkt.com/olivier-kemen/profil/spieler/243725
Berkay Özcan,"Feb 15, 1998 (27)",Central Midfield,Basaksehir FK,Süper Lig,€2.30m,Türkiye / Germany,https://www.transfermarkt.com/berkay-ozcan/profil/spieler/249952
Umut Güneş,"Mar 16, 2000 (25)",Central Midfield,Basaksehir FK,Süper Lig,€2.30m,Türkiye / Germany,https://www.transfermarkt.com/umut-gunes/profil/spieler/422203
Emre Karaal,"Jan 15, 2003 (22)",Central Midfield,Basaksehir FK,Süper Lig,-,Türkiye,https://www.transfermarkt.com/emre-karaal/profil/spieler/735861
Dimitrios Pelkas,"Oct 26, 1993 (31)",Attacking Midfield,Basaksehir FK,Süper Lig,€1.80m,Greece,https://www.transfermarkt.com/dimitrios-pelkas/profil/spieler/212832
Matchoi Djaló,"Apr 10, 2003 (22)",Attacking Midfield,Basaksehir FK,Süper Lig,€800k,Portugal / Guinea-Bissau,https://www.transfermarkt.com/matchoi-djalo/profil/spieler/685887
Danijel Aleksic,"Apr 30, 1991 (34)",Attacking Midfield,Basaksehir FK,Süper Lig,€500k,Serbia,https://www.transfermarkt.com/danijel-aleksic/profil/spieler/48119
Ömer Beyaz,"Aug 29, 2003 (21)",Attacking Midfield,Basaksehir FK,Süper Lig,€450k,Türkiye,https://www.transfermarkt.com/omer-beyaz/profil/spieler/588020
Abdoulaye Yoro,"Dec 12, 2006 (18)",Attacking Midfield,Basaksehir FK,Süper Lig,-,Cote d'Ivoire,https://www.transfermarkt.com/abdoulaye-yoro/profil/spieler/1367128
Ivan Brnic,"Aug 23, 2001 (23)",Left Winger,Basaksehir FK,Süper Lig,€1.60m,Croatia,https://www.transfermarkt.com/ivan-brnic/profil/spieler/432752
Davidson,"Mar 5, 1991 (34)",Left Winger,Basaksehir FK,Süper Lig,€500k,Brazil,https://www.transfermarkt.com/davidson/profil/spieler/397090
Serdar Gürler,"Sep 14, 1991 (33)",Left Winger,Basaksehir FK,Süper Lig,€150k,Türkiye / France,https://www.transfermarkt.com/serdar-gurler/profil/spieler/98512
Yusuf Sarı,"Nov 20, 1998 (26)",Right Winger,Basaksehir FK,Süper Lig,€3.80m,Türkiye / France,https://www.transfermarkt.com/yusuf-sari/profil/spieler/517376
Deniz Türüç,"Jan 29, 1993 (32)",Right Winger,Basaksehir FK,Süper Lig,€1.20m,Türkiye / Netherlands,https://www.transfermarkt.com/deniz-turuc/profil/spieler/216662
Patryk Szysz,"Apr 1, 1998 (27)",Right Winger,Basaksehir FK,Süper Lig,€400k,Poland,https://www.transfermarkt.com/patryk-szysz/profil/spieler/421710
Krzysztof Piatek,"Jul 1, 1995 (29)",Centre-Forward,Basaksehir FK,Süper Lig,€8.50m,Poland,https://www.transfermarkt.com/krzysztof-piatek/profil/spieler/327757
João Figueiredo,"May 27, 1996 (29)",Centre-Forward,Basaksehir FK,Süper Lig,€2.00m,Malaysia / Brazil,https://www.transfermarkt.com/joao-figueiredo/profil/spieler/439343
Philippe Keny,"May 18, 1999 (26)",Centre-Forward,Basaksehir FK,Süper Lig,€1.60m,Senegal,https://www.transfermarkt.com/philippe-keny/profil/spieler/662208
Mert Bayram,"Jan 2, 2005 (20)",Goalkeeper,Alanyaspor,Süper Lig,€100k,Türkiye,https://www.transfermarkt.com/mert-bayram/profil/spieler/920138
Ertuğrul Taşkıran,"Nov 5, 1989 (35)",Goalkeeper,Alanyaspor,Süper Lig,€75k,Türkiye,https://www.transfermarkt.com/ertugrul-taskiran/profil/spieler/91945
Yusuf Karagöz,"Oct 5, 1999 (25)",Goalkeeper,Alanyaspor,Süper Lig,€50k,Türkiye,https://www.transfermarkt.com/yusuf-karagoz/profil/spieler/616467
Hamza Kayra Koçer,"Apr 3, 2008 (17)",Goalkeeper,Alanyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/hamza-kayra-kocer/profil/spieler/1362766
Tunahan Kırlı,"Mar 28, 2008 (17)",Goalkeeper,Alanyaspor,Süper Lig,-,Türkiye,https://www.transfermarkt.com/tunahan-kirli/profil/spieler/1379530
Fatih Aksoy,"Nov 6, 1997 (27)",Centre-Back,Alanyaspor,Süper Lig,€1.60m,Türkiye,https://www.transfermarkt.com/fatih-aksoy/profil/spieler/338794
Furkan Bayır,"Feb 9, 2000 (25)",Centre-Back,Alanyaspor,Süper Lig,€1.50m,Türkiye,https://www.transfermarkt.com/furkan-bayir/profil/spieler/548270
Nuno Lima,"Mar 16, 2001 (24)",Centre-Back,Alanyaspor,Süper Lig,€1.30m,Portugal,https://www.transfermarkt.com/nuno-lima/profil/spieler/836336
Fidan Aliti,"Oct 3, 1993 (31)",Centre-Back,Alanyaspor,Süper Lig,€900k,Kosovo / Switzerland,https://www.transfermarkt.com/fidan-aliti/profil/spieler/182870
