Name,Age,Position,Club Name,League Name,Market Value,Nationality,Profile URL
Hidde Jurjus,"Feb 9, 1994 (31)",Goalkeeper,FC Groningen,Eredivisie,€300k,Netherlands,https://www.transfermarkt.com/hidde-jurjus/profil/spieler/215551
Dirk Baron,"Aug 16, 2002 (22)",Goalkeeper,FC Groningen,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/dirk-baron/profil/spieler/747635
Jasper Meijster,"Jan 3, 2005 (20)",Goalkeeper,FC Groningen,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/jasper-meijster/profil/spieler/704252
Hjalmar Ekdal,"Oct 21, 1998 (26)",Centre-Back,FC Groningen,Eredivisie,€4.50m,Sweden,https://www.transfermarkt.com/hjalmar-ekdal/profil/spieler/392179
Thijmen Blokzijl,"Feb 25, 2005 (20)",Centre-Back,FC Groningen,Eredivisie,€2.00m,Netherlands,https://www.transfermarkt.com/thijmen-blokzijl/profil/spieler/719209
Marco Rente,"Feb 25, 1997 (28)",Centre-Back,FC Groningen,Eredivisie,€800k,Germany,https://www.transfermarkt.com/marco-rente/profil/spieler/237244
Finn Stam,"Apr 13, 2003 (22)",Centre-Back,FC Groningen,Eredivisie,€450k,Netherlands,https://www.transfermarkt.com/finn-stam/profil/spieler/665541
Marvin Peersman,"Feb 10, 1991 (34)",Centre-Back,FC Groningen,Eredivisie,€300k,Belgium / Ghana,https://www.transfermarkt.com/marvin-peersman/profil/spieler/125769
Sven Bouland,"Feb 22, 2006 (19)",Centre-Back,FC Groningen,Eredivisie,€150k,Netherlands,https://www.transfermarkt.com/sven-bouland/profil/spieler/848755
Maxim Mariani,"Nov 3, 2004 (20)",Centre-Back,FC Groningen,Eredivisie,€75k,Netherlands / Italy,https://www.transfermarkt.com/maxim-mariani/profil/spieler/660059
Roy Leicester,"May 15, 2006 (19)",Centre-Back,FC Groningen,Eredivisie,-,Netherlands,https://www.transfermarkt.com/roy-leicester/profil/spieler/949875
Wouter Prins,"Feb 6, 2004 (21)",Left-Back,FC Groningen,Eredivisie,€800k,Netherlands,https://www.transfermarkt.com/wouter-prins/profil/spieler/671734
Marco Speelman,"Jul 15, 2006 (18)",Left-Back,FC Groningen,Eredivisie,-,Netherlands,https://www.transfermarkt.com/marco-speelman/profil/spieler/848756
Stije Resink,"May 28, 2003 (22)",Defensive Midfield,FC Groningen,Eredivisie,€4.00m,Netherlands,https://www.transfermarkt.com/stije-resink/profil/spieler/793099
Laros Duarte,"Feb 28, 1997 (28)",Defensive Midfield,FC Groningen,Eredivisie,€900k,Cape Verde / Netherlands,https://www.transfermarkt.com/laros-duarte/profil/spieler/258513
Joey Pelupessy,"May 15, 1993 (32)",Defensive Midfield,FC Groningen,Eredivisie,€250k,Indonesia / Netherlands,https://www.transfermarkt.com/joey-pelupessy/profil/spieler/187293
Dave Kwakman,"Aug 7, 2004 (20)",Central Midfield,FC Groningen,Eredivisie,€2.00m,Netherlands,https://www.transfermarkt.com/dave-kwakman/profil/spieler/747017
Tika de Jonge,"Mar 11, 2003 (22)",Central Midfield,FC Groningen,Eredivisie,€900k,Netherlands,https://www.transfermarkt.com/tika-de-jonge/profil/spieler/653725
Leandro Bacuna,"Aug 21, 1991 (33)",Central Midfield,FC Groningen,Eredivisie,€300k,Curacao / Netherlands,https://www.transfermarkt.com/leandro-bacuna/profil/spieler/126014
Luciano Valente,"Oct 4, 2003 (21)",Attacking Midfield,FC Groningen,Eredivisie,€7.00m,Netherlands / Italy,https://www.transfermarkt.com/luciano-valente/profil/spieler/601495
Johan Hove,"Sep 7, 2000 (24)",Attacking Midfield,FC Groningen,Eredivisie,€2.00m,Norway,https://www.transfermarkt.com/johan-hove/profil/spieler/418557
Thijs Oosting,"May 2, 2000 (25)",Attacking Midfield,FC Groningen,Eredivisie,€500k,Netherlands,https://www.transfermarkt.com/thijs-oosting/profil/spieler/441216
David van der Werff,"Aug 31, 2004 (20)",Attacking Midfield,FC Groningen,Eredivisie,-,Netherlands,https://www.transfermarkt.com/david-van-der-werff/profil/spieler/671737
Mats Seuntjens,"Apr 17, 1992 (33)",Left Winger,FC Groningen,Eredivisie,€550k,Netherlands,https://www.transfermarkt.com/mats-seuntjens/profil/spieler/187809
Noam Emeran,"Sep 24, 2002 (22)",Left Winger,FC Groningen,Eredivisie,€200k,France / Rwanda,https://www.transfermarkt.com/noam-emeran/profil/spieler/557611
Fofin Turay,"Jun 7, 2004 (21)",Left Winger,FC Groningen,Eredivisie,€100k,Netherlands / Guinea,https://www.transfermarkt.com/fofin-turay/profil/spieler/671736
Jorg Schreuders,"Sep 9, 2004 (20)",Right Winger,FC Groningen,Eredivisie,€1.20m,Netherlands,https://www.transfermarkt.com/jorg-schreuders/profil/spieler/671735
Rui Mendes,"Nov 10, 1999 (25)",Right Winger,FC Groningen,Eredivisie,€350k,Portugal,https://www.transfermarkt.com/rui-mendes/profil/spieler/387996
Thom van Bergen,"Jan 6, 2004 (21)",Centre-Forward,FC Groningen,Eredivisie,€1.30m,Netherlands,https://www.transfermarkt.com/thom-van-bergen/profil/spieler/671738
Brynjólfur Andersen Willumsson,"Aug 12, 2000 (24)",Centre-Forward,FC Groningen,Eredivisie,€700k,Iceland,https://www.transfermarkt.com/brynjolfur-andersen-willumsson/profil/spieler/464444
Romano Postema,"Feb 7, 2002 (23)",Centre-Forward,FC Groningen,Eredivisie,€450k,Netherlands,https://www.transfermarkt.com/romano-postema/profil/spieler/513330
Kevin van Veen,"Jun 1, 1991 (34)",Centre-Forward,FC Groningen,Eredivisie,€200k,Netherlands,https://www.transfermarkt.com/kevin-van-veen/profil/spieler/159894
Alex Mortensen,"Jul 13, 2002 (22)",Centre-Forward,FC Groningen,Eredivisie,-,Sweden,https://www.transfermarkt.com/alex-mortensen/profil/spieler/847022
Nils Eggens,"Apr 8, 2005 (20)",Centre-Forward,FC Groningen,Eredivisie,-,Netherlands,https://www.transfermarkt.com/nils-eggens/profil/spieler/847498
Timon Wellenreuther,"Dec 3, 1995 (29)",Goalkeeper,Feyenoord Rotterdam,Eredivisie,€6.00m,Germany,https://www.transfermarkt.com/timon-wellenreuther/profil/spieler/196829
Justin Bijlow,"Jan 22, 1998 (27)",Goalkeeper,Feyenoord Rotterdam,Eredivisie,€5.00m,Netherlands,https://www.transfermarkt.com/justin-bijlow/profil/spieler/315121
Plamen Andreev,"Dec 15, 2004 (20)",Goalkeeper,Feyenoord Rotterdam,Eredivisie,€1.50m,Bulgaria,https://www.transfermarkt.com/plamen-andreev/profil/spieler/859218
Liam Bossin,"Jul 15, 1996 (28)",Goalkeeper,Feyenoord Rotterdam,Eredivisie,€450k,Ireland / Belgium,https://www.transfermarkt.com/liam-bossin/profil/spieler/264176
Mikki van Sas,"Feb 29, 2004 (21)",Goalkeeper,Feyenoord Rotterdam,Eredivisie,€400k,Netherlands,https://www.transfermarkt.com/mikki-van-sas/profil/spieler/646708
Mannou Berger,"Oct 15, 2004 (20)",Goalkeeper,Feyenoord Rotterdam,Eredivisie,€75k,Netherlands,https://www.transfermarkt.com/mannou-berger/profil/spieler/746973
Ismail Ka,"Mar 9, 2006 (19)",Goalkeeper,Feyenoord Rotterdam,Eredivisie,-,Netherlands / Senegal,https://www.transfermarkt.com/ismail-ka/profil/spieler/886797
Dávid Hancko,"Dec 13, 1997 (27)",Centre-Back,Feyenoord Rotterdam,Eredivisie,€30.00m,Slovakia,https://www.transfermarkt.com/david-hancko/profil/spieler/404418
Thomas Beelen,"Jun 11, 2001 (24)",Centre-Back,Feyenoord Rotterdam,Eredivisie,€8.00m,Netherlands,https://www.transfermarkt.com/thomas-beelen/profil/spieler/593862
Facundo González,"Jun 6, 2003 (22)",Centre-Back,Feyenoord Rotterdam,Eredivisie,€3.00m,Uruguay / Italy,https://www.transfermarkt.com/facundo-gonzalez/profil/spieler/825199
Gernot Trauner,"Mar 25, 1992 (33)",Centre-Back,Feyenoord Rotterdam,Eredivisie,€2.50m,Austria,https://www.transfermarkt.com/gernot-trauner/profil/spieler/59145
Jeyland Mitchell,"Sep 29, 2004 (20)",Centre-Back,Feyenoord Rotterdam,Eredivisie,€2.00m,Costa Rica,https://www.transfermarkt.com/jeyland-mitchell/profil/spieler/856068
Djomar Giersthove,"Mar 5, 2005 (20)",Centre-Back,Feyenoord Rotterdam,Eredivisie,-,Netherlands / Suriname,https://www.transfermarkt.com/djomar-giersthove/profil/spieler/745623
Jan Plug,"Apr 2, 2005 (20)",Centre-Back,Feyenoord Rotterdam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/jan-plug/profil/spieler/745625
Quilindschy Hartman,"Nov 14, 2001 (23)",Left-Back,Feyenoord Rotterdam,Eredivisie,€14.00m,Netherlands / Curacao,https://www.transfermarkt.com/quilindschy-hartman/profil/spieler/514285
Hugo Bueno,"Sep 18, 2002 (22)",Left-Back,Feyenoord Rotterdam,Eredivisie,€8.00m,Spain,https://www.transfermarkt.com/hugo-bueno/profil/spieler/698678
Gijs Smal,"Aug 31, 1997 (27)",Left-Back,Feyenoord Rotterdam,Eredivisie,€7.00m,Netherlands,https://www.transfermarkt.com/gijs-smal/profil/spieler/374212
Marcos López,"Nov 20, 1999 (25)",Left-Back,Feyenoord Rotterdam,Eredivisie,€2.50m,Peru,https://www.transfermarkt.com/marcos-lopez/profil/spieler/432175
Lutsharel Geertruida,"Jul 18, 2000 (24)",Right-Back,Feyenoord Rotterdam,Eredivisie,€20.00m,Netherlands / Curacao,https://www.transfermarkt.com/lutsharel-geertruida/profil/spieler/420210
Givairo Read,"Jun 2, 2006 (19)",Right-Back,Feyenoord Rotterdam,Eredivisie,€16.00m,Netherlands / Suriname,https://www.transfermarkt.com/givairo-read/profil/spieler/997903
Jordan Lotomba,"Sep 29, 1998 (26)",Right-Back,Feyenoord Rotterdam,Eredivisie,€6.50m,Switzerland / DR Congo,https://www.transfermarkt.com/jordan-lotomba/profil/spieler/313094
Bart Nieuwkoop,"Mar 7, 1996 (29)",Right-Back,Feyenoord Rotterdam,Eredivisie,€2.00m,Netherlands,https://www.transfermarkt.com/bart-nieuwkoop/profil/spieler/257987
Neraysho Kasanwirjo,"Feb 18, 2002 (23)",Right-Back,Feyenoord Rotterdam,Eredivisie,€1.80m,Netherlands / Suriname,https://www.transfermarkt.com/neraysho-kasanwirjo/profil/spieler/503640
Ramiz Zerrouki,"May 26, 1998 (27)",Defensive Midfield,Feyenoord Rotterdam,Eredivisie,€5.00m,Algeria / Netherlands,https://www.transfermarkt.com/ramiz-zerrouki/profil/spieler/416660
Gjivai Zechiël,"Jun 1, 2004 (21)",Defensive Midfield,Feyenoord Rotterdam,Eredivisie,€4.00m,Netherlands / Suriname,https://www.transfermarkt.com/gjivai-zechiel/profil/spieler/571149
Oussama Targhalline,"May 20, 2002 (23)",Defensive Midfield,Feyenoord Rotterdam,Eredivisie,€4.00m,Morocco,https://www.transfermarkt.com/oussama-targhalline/profil/spieler/667965
Quinten Timber,"Jun 17, 2001 (24)",Central Midfield,Feyenoord Rotterdam,Eredivisie,€30.00m,Netherlands / Curacao,https://www.transfermarkt.com/quinten-timber/profil/spieler/420213
Jakub Moder,"Apr 7, 1999 (26)",Central Midfield,Feyenoord Rotterdam,Eredivisie,€12.00m,Poland,https://www.transfermarkt.com/jakub-moder/profil/spieler/384461
In-beom Hwang,"Sep 20, 1996 (28)",Central Midfield,Feyenoord Rotterdam,Eredivisie,€10.00m,"Korea, South",https://www.transfermarkt.com/in-beom-hwang/profil/spieler/365394
Thijs Kraaijeveld,"May 3, 2007 (18)",Central Midfield,Feyenoord Rotterdam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/thijs-kraaijeveld/profil/spieler/987370
Marcus Pedersen,"Jul 16, 2000 (24)",Right Midfield,Feyenoord Rotterdam,Eredivisie,€3.00m,Norway,https://www.transfermarkt.com/marcus-pedersen/profil/spieler/583404
Antoni Milambo,"Apr 3, 2005 (20)",Attacking Midfield,Feyenoord Rotterdam,Eredivisie,€18.00m,Netherlands / DR Congo,https://www.transfermarkt.com/antoni-milambo/profil/spieler/683620
Calvin Stengs,"Dec 18, 1998 (26)",Attacking Midfield,Feyenoord Rotterdam,Eredivisie,€7.00m,Netherlands / Suriname,https://www.transfermarkt.com/calvin-stengs/profil/spieler/409344
Ondrej Lingr,"Oct 7, 1998 (26)",Attacking Midfield,Feyenoord Rotterdam,Eredivisie,€3.00m,Czech Republic,https://www.transfermarkt.com/ondrej-lingr/profil/spieler/321195
Chris-Kévin Nadje,"Aug 14, 2001 (23)",Attacking Midfield,Feyenoord Rotterdam,Eredivisie,€1.20m,Cote d'Ivoire / France,https://www.transfermarkt.com/chris-kevin-nadje/profil/spieler/1057565
Shiloh 't Zand,"May 14, 2003 (22)",Attacking Midfield,Feyenoord Rotterdam,Eredivisie,€900k,Suriname / Netherlands,https://www.transfermarkt.com/shiloh-t-zand/profil/spieler/595247
Tobias van den Elshout,"Feb 2, 2007 (18)",Attacking Midfield,Feyenoord Rotterdam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/tobias-van-den-elshout/profil/spieler/1087982
Igor Paixão,"Jun 28, 2000 (25)",Left Winger,Feyenoord Rotterdam,Eredivisie,€35.00m,Brazil,https://www.transfermarkt.com/igor-paixao/profil/spieler/653610
Ibrahim Osman,"Nov 29, 2004 (20)",Left Winger,Feyenoord Rotterdam,Eredivisie,€10.00m,Ghana,https://www.transfermarkt.com/ibrahim-osman/profil/spieler/1110406
Leo Sauer,"Dec 16, 2005 (19)",Left Winger,Feyenoord Rotterdam,Eredivisie,€5.00m,Slovakia,https://www.transfermarkt.com/leo-sauer/profil/spieler/710886
Luka Ivanušec,"Nov 26, 1998 (26)",Left Winger,Feyenoord Rotterdam,Eredivisie,€3.50m,Croatia,https://www.transfermarkt.com/luka-ivanusec/profil/spieler/387105
Aymen Sliti,"Mar 24, 2006 (19)",Left Winger,Feyenoord Rotterdam,Eredivisie,€750k,Netherlands / Tunisia,https://www.transfermarkt.com/aymen-sliti/profil/spieler/775257
Anis Hadj Moussa,"Feb 11, 2002 (23)",Right Winger,Feyenoord Rotterdam,Eredivisie,€14.00m,Algeria / France,https://www.transfermarkt.com/anis-hadj-moussa/profil/spieler/917911
Santiago Gimenez,"Apr 18, 2001 (24)",Centre-Forward,Feyenoord Rotterdam,Eredivisie,€30.00m,Mexico / Italy,https://www.transfermarkt.com/santiago-gimenez/profil/spieler/552955
Ayase Ueda,"Aug 28, 1998 (26)",Centre-Forward,Feyenoord Rotterdam,Eredivisie,€8.00m,Japan,https://www.transfermarkt.com/ayase-ueda/profil/spieler/589128
Julián Carranza,"May 22, 2000 (25)",Centre-Forward,Feyenoord Rotterdam,Eredivisie,€5.00m,Argentina / Italy,https://www.transfermarkt.com/julian-carranza/profil/spieler/491707
Stéphano Carrillo,"Mar 7, 2006 (19)",Centre-Forward,Feyenoord Rotterdam,Eredivisie,€2.50m,Mexico,https://www.transfermarkt.com/stephano-carrillo/profil/spieler/955224
Zepiqueno Redmond,"Jun 22, 2006 (19)",Centre-Forward,Feyenoord Rotterdam,Eredivisie,€800k,Netherlands / Suriname,https://www.transfermarkt.com/zepiqueno-redmond/profil/spieler/765972
Jasper Schendelaar,"Sep 2, 2000 (24)",Goalkeeper,PEC Zwolle,Eredivisie,€2.50m,Netherlands,https://www.transfermarkt.com/jasper-schendelaar/profil/spieler/361082
Mike Hauptmeijer,"Mar 18, 1997 (28)",Goalkeeper,PEC Zwolle,Eredivisie,€100k,Netherlands,https://www.transfermarkt.com/mike-hauptmeijer/profil/spieler/297373
Kenneth Vermeer,"Jan 10, 1986 (39)",Goalkeeper,PEC Zwolle,Eredivisie,€50k,Netherlands / Suriname,https://www.transfermarkt.com/kenneth-vermeer/profil/spieler/30290
Duke Verduin,"Oct 30, 2003 (21)",Goalkeeper,PEC Zwolle,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/duke-verduin/profil/spieler/933570
Nick Dobben,"May 17, 2008 (17)",Goalkeeper,PEC Zwolle,Eredivisie,-,Netherlands,https://www.transfermarkt.com/nick-dobben/profil/spieler/1270654
Anselmo García MacNulty,"Feb 19, 2003 (22)",Centre-Back,PEC Zwolle,Eredivisie,€1.50m,Ireland / Spain,https://www.transfermarkt.com/anselmo-garcia-macnulty/profil/spieler/631904
Simon Graves,"May 22, 1999 (26)",Centre-Back,PEC Zwolle,Eredivisie,€1.50m,Denmark,https://www.transfermarkt.com/simon-graves/profil/spieler/542858
Olivier Aertssen,"Aug 7, 2004 (20)",Centre-Back,PEC Zwolle,Eredivisie,€750k,Netherlands,https://www.transfermarkt.com/olivier-aertssen/profil/spieler/720791
Damian van der Haar,"Jan 16, 2004 (21)",Centre-Back,PEC Zwolle,Eredivisie,€600k,Netherlands,https://www.transfermarkt.com/damian-van-der-haar/profil/spieler/640558
Dylan Ruward,"Jan 21, 2005 (20)",Centre-Back,PEC Zwolle,Eredivisie,-,Netherlands,https://www.transfermarkt.com/dylan-ruward/profil/spieler/946855
Thierry Lutonda,"Oct 27, 2000 (24)",Left-Back,PEC Zwolle,Eredivisie,€300k,Belgium / DR Congo,https://www.transfermarkt.com/thierry-lutonda/profil/spieler/416802
Tristan Gooijer,"Sep 2, 2004 (20)",Right-Back,PEC Zwolle,Eredivisie,€1.50m,Netherlands,https://www.transfermarkt.com/tristan-gooijer/profil/spieler/656800
Sherel Floranus,"Aug 23, 1998 (26)",Right-Back,PEC Zwolle,Eredivisie,€850k,Curacao / Netherlands,https://www.transfermarkt.com/sherel-floranus/profil/spieler/315211
Eliano Reijnders,"Oct 23, 2000 (24)",Right-Back,PEC Zwolle,Eredivisie,€600k,Indonesia / Netherlands,https://www.transfermarkt.com/eliano-reijnders/profil/spieler/538057
Anouar El Azzouzi,"May 29, 2001 (24)",Defensive Midfield,PEC Zwolle,Eredivisie,€1.80m,Morocco / Netherlands,https://www.transfermarkt.com/anouar-el-azzouzi/profil/spieler/593774
Nick Fichtinger,"Apr 6, 2004 (21)",Defensive Midfield,PEC Zwolle,Eredivisie,€450k,Netherlands,https://www.transfermarkt.com/nick-fichtinger/profil/spieler/806384
Davy van den Berg,"Feb 4, 2000 (25)",Central Midfield,PEC Zwolle,Eredivisie,€2.00m,Netherlands,https://www.transfermarkt.com/davy-van-den-berg/profil/spieler/361066
Jamiro Monteiro,"Nov 23, 1993 (31)",Central Midfield,PEC Zwolle,Eredivisie,€1.00m,Cape Verde / Netherlands,https://www.transfermarkt.com/jamiro-monteiro/profil/spieler/272930
Ryan Thomas,"Dec 20, 1994 (30)",Central Midfield,PEC Zwolle,Eredivisie,€700k,New Zealand / England,https://www.transfermarkt.com/ryan-thomas/profil/spieler/203357
Teun Gijselhart,"Apr 6, 2005 (20)",Central Midfield,PEC Zwolle,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/teun-gijselhart/profil/spieler/738477
Odysseus Velanas,"Jun 5, 1998 (27)",Attacking Midfield,PEC Zwolle,Eredivisie,€550k,Netherlands / Greece,https://www.transfermarkt.com/odysseus-velanas/profil/spieler/360520
Anthony Fontana,"Oct 14, 1999 (25)",Attacking Midfield,PEC Zwolle,Eredivisie,€300k,United States / Italy,https://www.transfermarkt.com/anthony-fontana/profil/spieler/447216
Samir Lagsir,"May 20, 2003 (22)",Attacking Midfield,PEC Zwolle,Eredivisie,€150k,Netherlands / Morocco,https://www.transfermarkt.com/samir-lagsir/profil/spieler/564620
Mohamed Oukhattou,"Jan 22, 2005 (20)",Attacking Midfield,PEC Zwolle,Eredivisie,€50k,Netherlands / Morocco,https://www.transfermarkt.com/mohamed-oukhattou/profil/spieler/1073955
Gabriël Reiziger,"Oct 10, 2005 (19)",Attacking Midfield,PEC Zwolle,Eredivisie,-,Netherlands / Suriname,https://www.transfermarkt.com/gabriel-reiziger/profil/spieler/827711
Filip Krastev,"Oct 15, 2001 (23)",Left Winger,PEC Zwolle,Eredivisie,€4.00m,Bulgaria,https://www.transfermarkt.com/filip-krastev/profil/spieler/486814
Dylan Mbayo,"Oct 11, 2001 (23)",Right Winger,PEC Zwolle,Eredivisie,€2.00m,Belgium / DR Congo,https://www.transfermarkt.com/dylan-mbayo/profil/spieler/502289
Younes Namli,"Jun 20, 1994 (31)",Right Winger,PEC Zwolle,Eredivisie,€1.30m,Denmark / Morocco,https://www.transfermarkt.com/younes-namli/profil/spieler/227039
Braydon Manu,"Mar 28, 1997 (28)",Right Winger,PEC Zwolle,Eredivisie,€500k,Ghana / Germany,https://www.transfermarkt.com/braydon-manu/profil/spieler/231590
Kaj de Rooij,"Nov 25, 2000 (24)",Right Winger,PEC Zwolle,Eredivisie,€350k,Netherlands,https://www.transfermarkt.com/kaj-de-rooij/profil/spieler/540927
Dylan Vente,"May 9, 1999 (26)",Centre-Forward,PEC Zwolle,Eredivisie,€2.00m,Suriname / Netherlands,https://www.transfermarkt.com/dylan-vente/profil/spieler/369319
Thomas Buitink,"Jun 14, 2000 (25)",Centre-Forward,PEC Zwolle,Eredivisie,€400k,Netherlands,https://www.transfermarkt.com/thomas-buitink/profil/spieler/357826
Apostolos Vellios,"Jan 8, 1992 (33)",Centre-Forward,PEC Zwolle,Eredivisie,€175k,Greece,https://www.transfermarkt.com/apostolos-vellios/profil/spieler/124495
Daniel Bielica,"Apr 30, 1999 (26)",Goalkeeper,NAC Breda,Eredivisie,€1.00m,Poland,https://www.transfermarkt.com/daniel-bielica/profil/spieler/463233
Roy Kortsmit,"Aug 26, 1992 (32)",Goalkeeper,NAC Breda,Eredivisie,€200k,Netherlands,https://www.transfermarkt.com/roy-kortsmit/profil/spieler/195546
Kostas Lamprou,"Sep 18, 1991 (33)",Goalkeeper,NAC Breda,Eredivisie,€200k,Greece / Netherlands,https://www.transfermarkt.com/kostas-lamprou/profil/spieler/64352
Tein Troost,"Jan 15, 2002 (23)",Goalkeeper,NAC Breda,Eredivisie,€175k,Netherlands,https://www.transfermarkt.com/tein-troost/profil/spieler/554530
Aron van Lare,"Jan 5, 2003 (22)",Goalkeeper,NAC Breda,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/aron-van-lare/profil/spieler/559331
Leo Greiml,"Jul 3, 2001 (23)",Centre-Back,NAC Breda,Eredivisie,€2.00m,Austria,https://www.transfermarkt.com/leo-greiml/profil/spieler/434110
Cherrion Valerius,"Sep 22, 2005 (19)",Centre-Back,NAC Breda,Eredivisie,€1.00m,Curacao / Netherlands,https://www.transfermarkt.com/cherrion-valerius/profil/spieler/936581
Jan Van den Bergh,"Oct 2, 1994 (30)",Centre-Back,NAC Breda,Eredivisie,€800k,Belgium,https://www.transfermarkt.com/jan-van-den-bergh/profil/spieler/334495
Terence Kongolo,"Feb 14, 1994 (31)",Centre-Back,NAC Breda,Eredivisie,€500k,Netherlands / DR Congo,https://www.transfermarkt.com/terence-kongolo/profil/spieler/152651
Enes Mahmutovic,"May 22, 1997 (28)",Centre-Back,NAC Breda,Eredivisie,€400k,Luxembourg / Kosovo,https://www.transfermarkt.com/enes-mahmutovic/profil/spieler/329055
Daan van Reeuwijk,"May 9, 2007 (18)",Centre-Back,NAC Breda,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/daan-van-reeuwijk/profil/spieler/1078945
Boy Kemper,"Jun 21, 1999 (26)",Left-Back,NAC Breda,Eredivisie,€850k,Netherlands,https://www.transfermarkt.com/boy-kemper/profil/spieler/428502
Manel Royo,"Feb 28, 1994 (31)",Left-Back,NAC Breda,Eredivisie,€150k,Spain,https://www.transfermarkt.com/manel-royo/profil/spieler/351216
Maxime Busi,"Oct 14, 1999 (25)",Right-Back,NAC Breda,Eredivisie,€1.00m,Belgium,https://www.transfermarkt.com/maxime-busi/profil/spieler/570817
Boyd Lucassen,"Jul 1, 1998 (26)",Right-Back,NAC Breda,Eredivisie,€500k,Netherlands,https://www.transfermarkt.com/boyd-lucassen/profil/spieler/406091
Martin Koscelník,"Mar 2, 1995 (30)",Right-Back,NAC Breda,Eredivisie,€325k,Slovakia,https://www.transfermarkt.com/martin-koscelnik/profil/spieler/382204
Max Balard,"Nov 20, 2000 (24)",Defensive Midfield,NAC Breda,Eredivisie,€1.50m,Australia / France,https://www.transfermarkt.com/max-balard/profil/spieler/849428
Casper Staring,"Feb 1, 2001 (24)",Defensive Midfield,NAC Breda,Eredivisie,€350k,Netherlands,https://www.transfermarkt.com/casper-staring/profil/spieler/596158
Fredrik Oldrup Jensen,"May 18, 1993 (32)",Defensive Midfield,NAC Breda,Eredivisie,€300k,Norway,https://www.transfermarkt.com/fredrik-oldrup-jensen/profil/spieler/218233
Lars Mol,"Sep 15, 2004 (20)",Defensive Midfield,NAC Breda,Eredivisie,€200k,Netherlands,https://www.transfermarkt.com/lars-mol/profil/spieler/824000
Clint Leemans,"Sep 15, 1995 (29)",Central Midfield,NAC Breda,Eredivisie,€750k,Netherlands,https://www.transfermarkt.com/clint-leemans/profil/spieler/250464
Matthew Garbett,"Apr 13, 2002 (23)",Central Midfield,NAC Breda,Eredivisie,€400k,New Zealand / France,https://www.transfermarkt.com/matthew-garbett/profil/spieler/617019
Aïmane Jaddi,"Feb 1, 2004 (21)",Central Midfield,NAC Breda,Eredivisie,€25k,Netherlands / Morocco,https://www.transfermarkt.com/aimane-jaddi/profil/spieler/746972
Dominik Janosek,"Jun 13, 1998 (27)",Attacking Midfield,NAC Breda,Eredivisie,€750k,Czech Republic,https://www.transfermarkt.com/dominik-janosek/profil/spieler/522993
Raul Paula,"Jan 25, 2004 (21)",Attacking Midfield,NAC Breda,Eredivisie,€600k,Germany / Portugal,https://www.transfermarkt.com/raul-paula/profil/spieler/716756
Leo Sauer,"Dec 16, 2005 (19)",Left Winger,NAC Breda,Eredivisie,€5.00m,Slovakia,https://www.transfermarkt.com/leo-sauer/profil/spieler/710886
Saná Fernandes,"Mar 10, 2006 (19)",Left Winger,NAC Breda,Eredivisie,€700k,Portugal / Guinea-Bissau,https://www.transfermarkt.com/sana-fernandes/profil/spieler/1026255
Adam Kaied,"Mar 2, 2002 (23)",Left Winger,NAC Breda,Eredivisie,€300k,Palestine / Sweden,https://www.transfermarkt.com/adam-kaied/profil/spieler/579298
Kamal Sowah,"Jan 9, 2000 (25)",Right Winger,NAC Breda,Eredivisie,€800k,Ghana / Belgium,https://www.transfermarkt.com/kamal-sowah/profil/spieler/564489
Roy Kuijpers,"Jan 17, 2000 (25)",Right Winger,NAC Breda,Eredivisie,€275k,Netherlands,https://www.transfermarkt.com/roy-kuijpers/profil/spieler/469082
Sydney van Hooijdonk,"Feb 6, 2000 (25)",Centre-Forward,NAC Breda,Eredivisie,€1.00m,Netherlands,https://www.transfermarkt.com/sydney-van-hooijdonk/profil/spieler/439292
Elías Már Ómarsson,"Jan 18, 1995 (30)",Centre-Forward,NAC Breda,Eredivisie,€700k,Iceland,https://www.transfermarkt.com/elias-mar-omarsson/profil/spieler/205655
Kacper Kostorz,"Aug 21, 1999 (25)",Centre-Forward,NAC Breda,Eredivisie,€450k,Poland,https://www.transfermarkt.com/kacper-kostorz/profil/spieler/510459
Dion Versluis,"Feb 17, 2003 (22)",Centre-Forward,NAC Breda,Eredivisie,-,Netherlands,https://www.transfermarkt.com/dion-versluis/profil/spieler/678666
Robin Roefs,"Jan 17, 2003 (22)",Goalkeeper,NEC Nijmegen,Eredivisie,€4.00m,Netherlands,https://www.transfermarkt.com/robin-roefs/profil/spieler/646991
Stijn van Gassel,"Oct 18, 1996 (28)",Goalkeeper,NEC Nijmegen,Eredivisie,€450k,Netherlands,https://www.transfermarkt.com/stijn-van-gassel/profil/spieler/301696
Rijk Janse,"Apr 16, 2002 (23)",Goalkeeper,NEC Nijmegen,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/rijk-janse/profil/spieler/593163
