Name,Age,Position,Club Name,League Name,Market Value,Nationality,Profile URL
Jayden Addai,"Aug 26, 2005 (19)",Right Winger,AZ Alkmaar,Eredivisie,€1.50m,Netherlands / Ghana,https://www.transfermarkt.com/jayden-addai/profil/spieler/747720
Troy Parrott,"Feb 4, 2002 (23)",Centre-Forward,AZ Alkmaar,Eredivisie,€14.00m,Ireland,https://www.transfermarkt.com/troy-parrott/profil/spieler/552655
Mexx Meerdink,"Jul 24, 2003 (21)",Centre-Forward,AZ Alkmaar,Eredivisie,€8.00m,Netherlands,https://www.transfermarkt.com/mexx-meerdink/profil/spieler/678546
Lequincio Zeefuik,"Nov 26, 2004 (20)",Centre-Forward,AZ Alkmaar,Eredivisie,€850k,Netherlands / Suriname,https://www.transfermarkt.com/lequincio-zeefuik/profil/spieler/728864
Jeffrey de Lange,"Apr 1, 1998 (27)",Goalkeeper,Go Ahead Eagles,Eredivisie,€2.00m,Netherlands,https://www.transfermarkt.com/jeffrey-de-lange/profil/spieler/315253
Jari De Busser,"Oct 21, 1999 (25)",Goalkeeper,Go Ahead Eagles,Eredivisie,€2.00m,Belgium,https://www.transfermarkt.com/jari-de-busser/profil/spieler/426849
Luca Plogmann,"Mar 10, 2000 (25)",Goalkeeper,Go Ahead Eagles,Eredivisie,€500k,Germany,https://www.transfermarkt.com/luca-plogmann/profil/spieler/335997
Sven Jansen,"Oct 23, 2004 (20)",Goalkeeper,Go Ahead Eagles,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/sven-jansen/profil/spieler/690624
Nando Verdoni,"Jul 9, 2003 (21)",Goalkeeper,Go Ahead Eagles,Eredivisie,€25k,Netherlands / Italy,https://www.transfermarkt.com/nando-verdoni/profil/spieler/783017
Joris Kramer,"Aug 2, 1996 (28)",Centre-Back,Go Ahead Eagles,Eredivisie,€2.00m,Netherlands,https://www.transfermarkt.com/joris-kramer/profil/spieler/326329
Jamal Amofa,"Nov 25, 1998 (26)",Centre-Back,Go Ahead Eagles,Eredivisie,€500k,Netherlands / Ghana,https://www.transfermarkt.com/jamal-amofa/profil/spieler/289651
Gerrit Nauber,"Apr 13, 1992 (33)",Centre-Back,Go Ahead Eagles,Eredivisie,€400k,Germany,https://www.transfermarkt.com/gerrit-nauber/profil/spieler/85904
Julius Dirksen,"Feb 2, 2003 (22)",Centre-Back,Go Ahead Eagles,Eredivisie,€400k,Netherlands,https://www.transfermarkt.com/julius-dirksen/profil/spieler/566930
Pim Saathof,"Dec 28, 2003 (21)",Centre-Back,Go Ahead Eagles,Eredivisie,€75k,Netherlands,https://www.transfermarkt.com/pim-saathof/profil/spieler/624698
Dean James,"Apr 30, 2000 (25)",Left-Back,Go Ahead Eagles,Eredivisie,€1.80m,Indonesia / Netherlands,https://www.transfermarkt.com/dean-james/profil/spieler/529223
Aske Adelgaard,"Nov 10, 2003 (21)",Left-Back,Go Ahead Eagles,Eredivisie,€850k,Denmark,https://www.transfermarkt.com/aske-adelgaard/profil/spieler/656132
Mats Deijl,"Jul 15, 1997 (27)",Right-Back,Go Ahead Eagles,Eredivisie,€2.00m,Netherlands,https://www.transfermarkt.com/mats-deijl/profil/spieler/369554
Luca Everink,"Feb 9, 2001 (24)",Right-Back,Go Ahead Eagles,Eredivisie,€200k,Netherlands,https://www.transfermarkt.com/luca-everink/profil/spieler/588744
Maurilio de Lannoy,"Nov 7, 2003 (21)",Right-Back,Go Ahead Eagles,Eredivisie,-,Netherlands / Curacao,https://www.transfermarkt.com/maurilio-de-lannoy/profil/spieler/594230
Donte Apinsa,"Jan 7, 2005 (20)",Right-Back,Go Ahead Eagles,Eredivisie,-,Suriname / Netherlands,https://www.transfermarkt.com/donte-apinsa/profil/spieler/1106642
Enric Llansana,"Apr 12, 2001 (24)",Defensive Midfield,Go Ahead Eagles,Eredivisie,€4.00m,Netherlands / Spain,https://www.transfermarkt.com/enric-llansana/profil/spieler/412945
Calvin Twigt,"Jan 30, 2003 (22)",Defensive Midfield,Go Ahead Eagles,Eredivisie,€600k,Netherlands,https://www.transfermarkt.com/calvin-twigt/profil/spieler/612758
Xander Blomme,"Jun 21, 2002 (23)",Defensive Midfield,Go Ahead Eagles,Eredivisie,€450k,Belgium,https://www.transfermarkt.com/xander-blomme/profil/spieler/496873
Dielan Ghafour,"Jan 2, 2006 (19)",Defensive Midfield,Go Ahead Eagles,Eredivisie,-,Netherlands / Iraq,https://www.transfermarkt.com/dielan-ghafour/profil/spieler/1093049
Evert Linthorst,"Mar 3, 2000 (25)",Central Midfield,Go Ahead Eagles,Eredivisie,€2.50m,Netherlands,https://www.transfermarkt.com/evert-linthorst/profil/spieler/361112
Robbin Weijenberg,"Nov 8, 2004 (20)",Central Midfield,Go Ahead Eagles,Eredivisie,€250k,Netherlands,https://www.transfermarkt.com/robbin-weijenberg/profil/spieler/690665
Jakob Breum,"Nov 17, 2003 (21)",Attacking Midfield,Go Ahead Eagles,Eredivisie,€5.00m,Denmark,https://www.transfermarkt.com/jakob-breum/profil/spieler/657957
Mathis Suray,"Jul 26, 2001 (23)",Attacking Midfield,Go Ahead Eagles,Eredivisie,€1.50m,Belgium,https://www.transfermarkt.com/mathis-suray/profil/spieler/422760
Søren Tengstedt,"Jun 30, 2000 (25)",Attacking Midfield,Go Ahead Eagles,Eredivisie,€800k,Denmark,https://www.transfermarkt.com/soren-tengstedt/profil/spieler/541601
Oliver Edvardsen,"Mar 19, 1999 (26)",Left Winger,Go Ahead Eagles,Eredivisie,€5.00m,Norway,https://www.transfermarkt.com/oliver-edvardsen/profil/spieler/374326
Oskar Sivertsen,"Feb 15, 2004 (21)",Left Winger,Go Ahead Eagles,Eredivisie,€1.30m,Norway,https://www.transfermarkt.com/oskar-sivertsen/profil/spieler/715510
Darío Serra,"Jan 20, 2003 (22)",Left Winger,Go Ahead Eagles,Eredivisie,€350k,Spain,https://www.transfermarkt.com/dario-serra/profil/spieler/834768
Oliver Antman,"Aug 15, 2001 (23)",Right Winger,Go Ahead Eagles,Eredivisie,€6.00m,Finland,https://www.transfermarkt.com/oliver-antman/profil/spieler/527896
Bobby Adekanye,"Feb 14, 1999 (26)",Right Winger,Go Ahead Eagles,Eredivisie,€650k,Netherlands / Nigeria,https://www.transfermarkt.com/bobby-adekanye/profil/spieler/331514
Oscar Pettersson,"Feb 1, 2000 (25)",Right Winger,Go Ahead Eagles,Eredivisie,€500k,Sweden,https://www.transfermarkt.com/oscar-pettersson/profil/spieler/577816
Milan Smit,"Feb 13, 2003 (22)",Centre-Forward,Go Ahead Eagles,Eredivisie,€1.50m,Netherlands,https://www.transfermarkt.com/milan-smit/profil/spieler/703772
Victor Edvardsen,"Jan 14, 1996 (29)",Centre-Forward,Go Ahead Eagles,Eredivisie,€1.30m,Sweden,https://www.transfermarkt.com/victor-edvardsen/profil/spieler/265324
Finn Stokkers,"Apr 18, 1996 (29)",Centre-Forward,Go Ahead Eagles,Eredivisie,€450k,Netherlands,https://www.transfermarkt.com/finn-stokkers/profil/spieler/241486
Thibo Baeten,"Jun 4, 2002 (23)",Centre-Forward,Go Ahead Eagles,Eredivisie,€400k,Belgium,https://www.transfermarkt.com/thibo-baeten/profil/spieler/486043
Ofosu Boakye,"Jul 10, 2007 (17)",Centre-Forward,Go Ahead Eagles,Eredivisie,-,Ghana / Netherlands,https://www.transfermarkt.com/ofosu-boakye/profil/spieler/1184614
Fabian de Keijzer,"May 10, 2000 (25)",Goalkeeper,Heracles Almelo,Eredivisie,€1.50m,Netherlands,https://www.transfermarkt.com/fabian-de-keijzer/profil/spieler/462285
Robin Mantel,"Nov 15, 2000 (24)",Goalkeeper,Heracles Almelo,Eredivisie,€50k,Belgium / Netherlands,https://www.transfermarkt.com/robin-mantel/profil/spieler/535741
Timo Jansink,"Mar 16, 2003 (22)",Goalkeeper,Heracles Almelo,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/timo-jansink/profil/spieler/703778
Jonah te Fruchte,"Mar 25, 2006 (19)",Goalkeeper,Heracles Almelo,Eredivisie,-,Netherlands,https://www.transfermarkt.com/jonah-te-fruchte/profil/spieler/1031542
Ivan Mesik,"Jun 1, 2001 (24)",Centre-Back,Heracles Almelo,Eredivisie,€1.30m,Slovakia,https://www.transfermarkt.com/ivan-mesik/profil/spieler/482838
Damon Mirani,"May 13, 1996 (29)",Centre-Back,Heracles Almelo,Eredivisie,€650k,Netherlands,https://www.transfermarkt.com/damon-mirani/profil/spieler/257986
Justin Hoogma,"Jun 11, 1998 (27)",Centre-Back,Heracles Almelo,Eredivisie,€500k,Netherlands,https://www.transfermarkt.com/justin-hoogma/profil/spieler/411287
Sava-Arangel Cestic,"Feb 19, 2001 (24)",Centre-Back,Heracles Almelo,Eredivisie,€300k,Serbia / Germany,https://www.transfermarkt.com/sava-arangel-cestic/profil/spieler/464906
Stijn Bultman,"Jan 29, 2005 (20)",Centre-Back,Heracles Almelo,Eredivisie,€300k,Netherlands,https://www.transfermarkt.com/stijn-bultman/profil/spieler/936571
Jop Tijink,"Jan 30, 2005 (20)",Centre-Back,Heracles Almelo,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/jop-tijink/profil/spieler/936604
Mats Rots,"Mar 11, 2006 (19)",Left-Back,Heracles Almelo,Eredivisie,€1.00m,Netherlands,https://www.transfermarkt.com/mats-rots/profil/spieler/983677
Ruben Roosken,"Mar 2, 2000 (25)",Left-Back,Heracles Almelo,Eredivisie,€600k,Netherlands / Angola,https://www.transfermarkt.com/ruben-roosken/profil/spieler/538963
Lorenzo Milani,"May 22, 2001 (24)",Left-Back,Heracles Almelo,Eredivisie,€225k,Italy,https://www.transfermarkt.com/lorenzo-milani/profil/spieler/500274
Mimeirhel Benita,"Nov 17, 2003 (21)",Right-Back,Heracles Almelo,Eredivisie,€1.00m,Netherlands / Curacao,https://www.transfermarkt.com/mimeirhel-benita/profil/spieler/591880
Jannes Wieckhoff,"Aug 2, 2000 (24)",Right-Back,Heracles Almelo,Eredivisie,€650k,Germany,https://www.transfermarkt.com/jannes-wieckhoff/profil/spieler/447801
Kelvin Leerdam,"Jun 24, 1990 (35)",Right-Back,Heracles Almelo,Eredivisie,€100k,Suriname / Netherlands,https://www.transfermarkt.com/kelvin-leerdam/profil/spieler/92936
Brian De Keersmaecker,"May 6, 2000 (25)",Defensive Midfield,Heracles Almelo,Eredivisie,€3.00m,Belgium,https://www.transfermarkt.com/brian-de-keersmaecker/profil/spieler/429916
Sem Scheperman,"Jun 24, 2002 (23)",Defensive Midfield,Heracles Almelo,Eredivisie,€900k,Netherlands,https://www.transfermarkt.com/sem-scheperman/profil/spieler/618083
Daniël van Kaam,"Jun 23, 2000 (25)",Defensive Midfield,Heracles Almelo,Eredivisie,€450k,Netherlands / Brazil,https://www.transfermarkt.com/daniel-van-kaam/profil/spieler/377720
Jan Zamburek,"Feb 13, 2001 (24)",Central Midfield,Heracles Almelo,Eredivisie,€450k,Czech Republic,https://www.transfermarkt.com/jan-zamburek/profil/spieler/487924
Shiloh 't Zand,"May 14, 2003 (22)",Attacking Midfield,Heracles Almelo,Eredivisie,€900k,Suriname / Netherlands,https://www.transfermarkt.com/shiloh-t-zand/profil/spieler/595247
Jordy Bruijn,"Jul 23, 1996 (28)",Attacking Midfield,Heracles Almelo,Eredivisie,€300k,Netherlands,https://www.transfermarkt.com/jordy-bruijn/profil/spieler/241378
Thomas Bruns,"Jan 7, 1992 (33)",Attacking Midfield,Heracles Almelo,Eredivisie,€250k,Netherlands,https://www.transfermarkt.com/thomas-bruns/profil/spieler/172202
Tiago Codinha,"Jul 20, 2005 (19)",Attacking Midfield,Heracles Almelo,Eredivisie,-,Canada / Netherlands,https://www.transfermarkt.com/tiago-codinha/profil/spieler/930995
Suf Podgoreanu,"Jan 20, 2002 (23)",Left Winger,Heracles Almelo,Eredivisie,€850k,Israel / Romania,https://www.transfermarkt.com/suf-podgoreanu/profil/spieler/540827
Mario Engels,"Oct 22, 1993 (31)",Left Winger,Heracles Almelo,Eredivisie,€500k,Germany,https://www.transfermarkt.com/mario-engels/profil/spieler/93637
Bryan Limbombe,"May 14, 2001 (24)",Left Winger,Heracles Almelo,Eredivisie,€400k,Belgium / DR Congo,https://www.transfermarkt.com/bryan-limbombe/profil/spieler/502288
Giandro Sambo,"Aug 28, 2006 (18)",Left Winger,Heracles Almelo,Eredivisie,€50k,Curacao / Netherlands,https://www.transfermarkt.com/giandro-sambo/profil/spieler/1025411
Juho Talvitie,"Mar 25, 2005 (20)",Right Winger,Heracles Almelo,Eredivisie,€900k,Finland,https://www.transfermarkt.com/juho-talvitie/profil/spieler/741587
Nikolai Laursen,"Feb 19, 1998 (27)",Right Winger,Heracles Almelo,Eredivisie,€300k,Denmark,https://www.transfermarkt.com/nikolai-laursen/profil/spieler/290555
Jizz Hornkamp,"Mar 7, 1998 (27)",Centre-Forward,Heracles Almelo,Eredivisie,€1.30m,Netherlands,https://www.transfermarkt.com/jizz-hornkamp/profil/spieler/185817
Luka Kulenovic,"Sep 29, 1999 (25)",Centre-Forward,Heracles Almelo,Eredivisie,€1.20m,Bosnia-Herzegovina / Croatia,https://www.transfermarkt.com/luka-kulenovic/profil/spieler/569470
Antonio Satriano,"Oct 30, 2003 (21)",Centre-Forward,Heracles Almelo,Eredivisie,€150k,Italy,https://www.transfermarkt.com/antonio-satriano/profil/spieler/679414
Diego van Oorschot,"Oct 2, 2005 (19)",Centre-Forward,Heracles Almelo,Eredivisie,€100k,Netherlands,https://www.transfermarkt.com/diego-van-oorschot/profil/spieler/989998
Lars Unnerstall,"Jul 20, 1990 (34)",Goalkeeper,Twente Enschede FC,Eredivisie,€2.00m,Germany,https://www.transfermarkt.com/lars-unnerstall/profil/spieler/53696
Issam El Maach,"Feb 1, 2000 (25)",Goalkeeper,Twente Enschede FC,Eredivisie,€200k,Morocco / Netherlands,https://www.transfermarkt.com/issam-el-maach/profil/spieler/430475
Sam Karssies,"Feb 26, 2003 (22)",Goalkeeper,Twente Enschede FC,Eredivisie,€75k,Netherlands,https://www.transfermarkt.com/sam-karssies/profil/spieler/703779
Przemyslaw Tyton,"Jan 4, 1987 (38)",Goalkeeper,Twente Enschede FC,Eredivisie,€75k,Poland,https://www.transfermarkt.com/przemyslaw-tyton/profil/spieler/33210
Yannick Gerritsen,"Feb 14, 2006 (19)",Goalkeeper,Twente Enschede FC,Eredivisie,-,Netherlands,https://www.transfermarkt.com/yannick-gerritsen/profil/spieler/1014172
Mees Hilgers,"May 13, 2001 (24)",Centre-Back,Twente Enschede FC,Eredivisie,€6.50m,Indonesia / Netherlands,https://www.transfermarkt.com/mees-hilgers/profil/spieler/562702
Gustaf Lagerbielke,"Apr 10, 2000 (25)",Centre-Back,Twente Enschede FC,Eredivisie,€3.00m,Sweden,https://www.transfermarkt.com/gustaf-lagerbielke/profil/spieler/485395
Max Bruns,"Nov 6, 2002 (22)",Centre-Back,Twente Enschede FC,Eredivisie,€2.50m,Netherlands,https://www.transfermarkt.com/max-bruns/profil/spieler/618086
Alec Van Hoorenbeeck,"Dec 30, 1998 (26)",Centre-Back,Twente Enschede FC,Eredivisie,€800k,Belgium,https://www.transfermarkt.com/alec-van-hoorenbeeck/profil/spieler/405892
Juliën Mesbahi,"Jan 31, 2006 (19)",Centre-Back,Twente Enschede FC,Eredivisie,€150k,Morocco / Netherlands,https://www.transfermarkt.com/julien-mesbahi/profil/spieler/895089
Ruud Nijstad,"Jan 17, 2008 (17)",Centre-Back,Twente Enschede FC,Eredivisie,-,Netherlands,https://www.transfermarkt.com/ruud-nijstad/profil/spieler/1189172
Anass Salah-Eddine,"Jan 18, 2002 (23)",Left-Back,Twente Enschede FC,Eredivisie,€8.00m,Netherlands / Morocco,https://www.transfermarkt.com/anass-salah-eddine/profil/spieler/485584
Bas Kuipers,"Aug 17, 1994 (30)",Left-Back,Twente Enschede FC,Eredivisie,€1.20m,Netherlands,https://www.transfermarkt.com/bas-kuipers/profil/spieler/187188
Mats Rots,"Mar 11, 2006 (19)",Left-Back,Twente Enschede FC,Eredivisie,€1.00m,Netherlands,https://www.transfermarkt.com/mats-rots/profil/spieler/983677
Bart van Rooij,"May 26, 2001 (24)",Right-Back,Twente Enschede FC,Eredivisie,€6.00m,Netherlands,https://www.transfermarkt.com/bart-van-rooij/profil/spieler/547499
Alfons Sampsted,"Apr 6, 1998 (27)",Right-Back,Twente Enschede FC,Eredivisie,€2.00m,Iceland,https://www.transfermarkt.com/alfons-sampsted/profil/spieler/332530
Gerald Alders,"May 7, 2005 (20)",Right-Back,Twente Enschede FC,Eredivisie,€275k,Netherlands / Namibia,https://www.transfermarkt.com/gerald-alders/profil/spieler/891854
Mathias Kjølø,"Jun 27, 2001 (24)",Defensive Midfield,Twente Enschede FC,Eredivisie,€1.50m,Norway,https://www.transfermarkt.com/mathias-kjolo/profil/spieler/528652
Michal Sadílek,"May 31, 1999 (26)",Central Midfield,Twente Enschede FC,Eredivisie,€8.00m,Czech Republic,https://www.transfermarkt.com/michal-sadilek/profil/spieler/321204
Youri Regeer,"Aug 18, 2003 (21)",Central Midfield,Twente Enschede FC,Eredivisie,€6.00m,Netherlands,https://www.transfermarkt.com/youri-regeer/profil/spieler/559324
Carel Eiting,"Feb 11, 1998 (27)",Central Midfield,Twente Enschede FC,Eredivisie,€1.60m,Netherlands,https://www.transfermarkt.com/carel-eiting/profil/spieler/315128
Gijs Besselink,"Jun 16, 2004 (21)",Central Midfield,Twente Enschede FC,Eredivisie,€600k,Netherlands,https://www.transfermarkt.com/gijs-besselink/profil/spieler/704075
Harrie Kuster,"Sep 11, 2005 (19)",Central Midfield,Twente Enschede FC,Eredivisie,€125k,Netherlands,https://www.transfermarkt.com/harrie-kuster/profil/spieler/936605
Sem Steijn,"Nov 12, 2001 (23)",Attacking Midfield,Twente Enschede FC,Eredivisie,€16.00m,Netherlands,https://www.transfermarkt.com/sem-steijn/profil/spieler/593519
Michel Vlap,"Jun 2, 1997 (28)",Attacking Midfield,Twente Enschede FC,Eredivisie,€5.00m,Netherlands,https://www.transfermarkt.com/michel-vlap/profil/spieler/342702
Arno Verschueren,"Apr 8, 1997 (28)",Attacking Midfield,Twente Enschede FC,Eredivisie,€1.50m,Belgium,https://www.transfermarkt.com/arno-verschueren/profil/spieler/250591
Younes Taha,"Nov 27, 2002 (22)",Attacking Midfield,Twente Enschede FC,Eredivisie,€1.00m,Morocco / Netherlands,https://www.transfermarkt.com/younes-taha/profil/spieler/866328
Naci Ünüvar,"Jun 13, 2003 (22)",Left Winger,Twente Enschede FC,Eredivisie,€2.00m,Türkiye / Netherlands,https://www.transfermarkt.com/naci-unuvar/profil/spieler/508639
Sayfallah Ltaief,"Apr 22, 2000 (25)",Left Winger,Twente Enschede FC,Eredivisie,€1.80m,Tunisia / Switzerland,https://www.transfermarkt.com/sayfallah-ltaief/profil/spieler/388220
Daan Rots,"Jul 25, 2001 (23)",Right Winger,Twente Enschede FC,Eredivisie,€4.00m,Netherlands,https://www.transfermarkt.com/daan-rots/profil/spieler/591363
Taylor Booth,"May 31, 2001 (24)",Right Winger,Twente Enschede FC,Eredivisie,€2.00m,United States / Italy,https://www.transfermarkt.com/taylor-booth/profil/spieler/513963
Mitchell van Bergen,"Aug 27, 1999 (25)",Right Winger,Twente Enschede FC,Eredivisie,€1.50m,Netherlands,https://www.transfermarkt.com/mitchell-van-bergen/profil/spieler/393239
Owen Panneflek,"Oct 4, 2006 (18)",Right Winger,Twente Enschede FC,Eredivisie,-,Netherlands,https://www.transfermarkt.com/owen-panneflek/profil/spieler/1111569
Sam Lammers,"Apr 30, 1997 (28)",Centre-Forward,Twente Enschede FC,Eredivisie,€4.00m,Netherlands,https://www.transfermarkt.com/sam-lammers/profil/spieler/386914
Ricky van Wolfswinkel,"Jan 27, 1989 (36)",Centre-Forward,Twente Enschede FC,Eredivisie,€400k,Netherlands,https://www.transfermarkt.com/ricky-van-wolfswinkel/profil/spieler/41355
Lucas Vennegoor of Hesselink,"Mar 14, 2006 (19)",Centre-Forward,Twente Enschede FC,Eredivisie,€300k,Netherlands,https://www.transfermarkt.com/lucas-vennegoor-of-hesselink/profil/spieler/997646
Calvin Raatsie,"Feb 9, 2002 (23)",Goalkeeper,Excelsior Rotterdam,Eredivisie,€700k,Netherlands,https://www.transfermarkt.com/calvin-raatsie/profil/spieler/485588
Pascal Kuiper,"Mar 17, 2004 (21)",Goalkeeper,Excelsior Rotterdam,Eredivisie,€75k,Netherlands,https://www.transfermarkt.com/pascal-kuiper/profil/spieler/796490
Edwin Danquah,"Sep 14, 2003 (21)",Goalkeeper,Excelsior Rotterdam,Eredivisie,-,Netherlands / Ghana,https://www.transfermarkt.com/edwin-danquah/profil/spieler/607175
Tijmen Holla,"Jul 25, 2006 (18)",Goalkeeper,Excelsior Rotterdam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/tijmen-holla/profil/spieler/1088035
Casper Widell,"May 5, 2003 (22)",Centre-Back,Excelsior Rotterdam,Eredivisie,€800k,Sweden,https://www.transfermarkt.com/casper-widell/profil/spieler/605395
Kik Pierie,"Jul 20, 2000 (24)",Centre-Back,Excelsior Rotterdam,Eredivisie,€700k,Netherlands / United States,https://www.transfermarkt.com/kik-pierie/profil/spieler/361207
Django Warmerdam,"Sep 2, 1995 (29)",Centre-Back,Excelsior Rotterdam,Eredivisie,€450k,Netherlands,https://www.transfermarkt.com/django-warmerdam/profil/spieler/288449
Jurgen Mattheij,"Apr 1, 1993 (32)",Centre-Back,Excelsior Rotterdam,Eredivisie,€450k,Netherlands,https://www.transfermarkt.com/jurgen-mattheij/profil/spieler/188660
Serano Seymor,"Jan 4, 2002 (23)",Centre-Back,Excelsior Rotterdam,Eredivisie,€275k,Netherlands,https://www.transfermarkt.com/serano-seymor/profil/spieler/618038
José de Almeida Reis,"Nov 3, 2005 (19)",Centre-Back,Excelsior Rotterdam,Eredivisie,€200k,Netherlands,https://www.transfermarkt.com/jose-de-almeida-reis/profil/spieler/1054649
Seb Loeffen,"Jan 18, 2004 (21)",Centre-Back,Excelsior Rotterdam,Eredivisie,€150k,Netherlands,https://www.transfermarkt.com/seb-loeffen/profil/spieler/775985
Ronan Olivacce,"Mar 27, 2004 (21)",Centre-Back,Excelsior Rotterdam,Eredivisie,-,Sint Maarten / Netherlands,https://www.transfermarkt.com/ronan-olivacce/profil/spieler/943591
Guilliano Cairo,"Mar 18, 2006 (19)",Centre-Back,Excelsior Rotterdam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/guilliano-cairo/profil/spieler/1175060
Arthur Zagré,"Oct 4, 2001 (23)",Left-Back,Excelsior Rotterdam,Eredivisie,€900k,France / Burkina Faso,https://www.transfermarkt.com/arthur-zagre/profil/spieler/536477
Siem de Moes,"Feb 17, 2004 (21)",Left-Back,Excelsior Rotterdam,Eredivisie,€125k,Netherlands,https://www.transfermarkt.com/siem-de-moes/profil/spieler/591017
Kymani Nedd,"Jun 10, 2004 (21)",Left-Back,Excelsior Rotterdam,Eredivisie,-,Aruba / Netherlands,https://www.transfermarkt.com/kymani-nedd/profil/spieler/943600
Ilias Bronkhorst,"May 10, 1997 (28)",Right-Back,Excelsior Rotterdam,Eredivisie,€500k,Netherlands / Morocco,https://www.transfermarkt.com/ilias-bronkhorst/profil/spieler/491292
Nolan Martens,"Jul 7, 2004 (20)",Right-Back,Excelsior Rotterdam,Eredivisie,€300k,Belgium,https://www.transfermarkt.com/nolan-martens/profil/spieler/720189
Cedric Hatenboer,"Mar 19, 2005 (20)",Defensive Midfield,Excelsior Rotterdam,Eredivisie,€1.50m,Netherlands,https://www.transfermarkt.com/cedric-hatenboer/profil/spieler/682568
Xander Blomme,"Jun 21, 2002 (23)",Defensive Midfield,Excelsior Rotterdam,Eredivisie,€450k,Belgium,https://www.transfermarkt.com/xander-blomme/profil/spieler/496873
Joshua Eijgenraam,"Feb 18, 2002 (23)",Defensive Midfield,Excelsior Rotterdam,Eredivisie,€250k,Netherlands,https://www.transfermarkt.com/joshua-eijgenraam/profil/spieler/618036
Mika Luijendijk,"Aug 29, 2007 (17)",Midfielder,Excelsior Rotterdam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/mika-luijendijk/profil/spieler/1141133
Mathijs Tielemans,"Apr 26, 2002 (23)",Central Midfield,Excelsior Rotterdam,Eredivisie,€600k,Netherlands,https://www.transfermarkt.com/mathijs-tielemans/profil/spieler/608889
Lennard Hartjes,"Apr 7, 2003 (22)",Central Midfield,Excelsior Rotterdam,Eredivisie,€500k,Netherlands,https://www.transfermarkt.com/lennard-hartjes/profil/spieler/595238
Liam Oetoehganal,"May 4, 2004 (21)",Central Midfield,Excelsior Rotterdam,Eredivisie,-,Netherlands / Suriname,https://www.transfermarkt.com/liam-oetoehganal/profil/spieler/645685
Stijn Middendorp,"Dec 2, 2004 (20)",Central Midfield,Excelsior Rotterdam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/stijn-middendorp/profil/spieler/1299824
Lance Duijvestijn,"Jan 15, 1999 (26)",Attacking Midfield,Excelsior Rotterdam,Eredivisie,€850k,Netherlands,https://www.transfermarkt.com/lance-duijvestijn/profil/spieler/378316
Noah Naujoks,"May 2, 2002 (23)",Attacking Midfield,Excelsior Rotterdam,Eredivisie,€600k,Netherlands,https://www.transfermarkt.com/noah-naujoks/profil/spieler/578544
Zach Booth,"Feb 17, 2004 (21)",Left Winger,Excelsior Rotterdam,Eredivisie,€400k,United States / Italy,https://www.transfermarkt.com/zach-booth/profil/spieler/746838
Jacky Donkor,"Nov 12, 1998 (26)",Left Winger,Excelsior Rotterdam,Eredivisie,€400k,Belgium / Ghana,https://www.transfermarkt.com/jacky-donkor/profil/spieler/553217
Rayvien Rosario,"Apr 11, 2004 (21)",Left Winger,Excelsior Rotterdam,Eredivisie,€100k,Curacao / Netherlands,https://www.transfermarkt.com/rayvien-rosario/profil/spieler/806284
Valentijn Zandbergen,"Feb 14, 2005 (20)",Left Winger,Excelsior Rotterdam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/valentijn-zandbergen/profil/spieler/928611
Seydou Fini,"Jun 2, 2006 (19)",Right Winger,Excelsior Rotterdam,Eredivisie,€1.30m,Italy / Cote d'Ivoire,https://www.transfermarkt.com/seydou-fini/profil/spieler/866250
Derensili Sanches Fernandes,"May 28, 2001 (24)",Right Winger,Excelsior Rotterdam,Eredivisie,€600k,Netherlands,https://www.transfermarkt.com/derensili-sanches-fernandes/profil/spieler/608407
Oscar Uddenäs,"Aug 17, 2002 (22)",Right Winger,Excelsior Rotterdam,Eredivisie,€350k,Sweden,https://www.transfermarkt.com/oscar-uddenas/profil/spieler/585334
Richie Omorowa,"Mar 30, 2004 (21)",Centre-Forward,Excelsior Rotterdam,Eredivisie,€500k,Sweden / Cote d'Ivoire,https://www.transfermarkt.com/richie-omorowa/profil/spieler/764863
Jerolldino Bergraaf,"Jul 5, 2006 (18)",Centre-Forward,Excelsior Rotterdam,Eredivisie,€450k,Netherlands / Curacao,https://www.transfermarkt.com/jerolldino-bergraaf/profil/spieler/1142631
Nesto Groen,"Jul 22, 2004 (20)",Centre-Forward,Excelsior Rotterdam,Eredivisie,€150k,Netherlands,https://www.transfermarkt.com/nesto-groen/profil/spieler/775044
Mike van Duinen,"Nov 6, 1991 (33)",Centre-Forward,Excelsior Rotterdam,Eredivisie,€150k,Netherlands,https://www.transfermarkt.com/mike-van-duinen/profil/spieler/183397
Jelani Seedorf,"Dec 12, 2004 (20)",Centre-Forward,Excelsior Rotterdam,Eredivisie,-,Netherlands / Suriname,https://www.transfermarkt.com/jelani-seedorf/profil/spieler/943592
Etienne Vaessen,"Jul 26, 1995 (29)",Goalkeeper,FC Groningen,Eredivisie,€2.00m,Suriname / Netherlands,https://www.transfermarkt.com/etienne-vaessen/profil/spieler/387197
