Name,Age,Position,Nationality,Market Value,Club Name
Marius Müller,31,Goalkeeper,Germany,€1.50m,VfL Wolfsburg
Pavao Pervan,37,Goalkeeper,Austria,€300k,VfL Wolfsburg
Jakub Zielinski,17,Goalkeeper,Poland,-,VfL Wolfsburg
Konstantinos Koulierakis,21,Centre-Back,Greece,€25.00m,VfL Wolfsburg
Denis Vavro,29,Centre-Back,Slovakia,€7.00m,VfL Wolfsburg
Moritz Jenz,26,Centre-Back,Germany / Nigeria,€5.00m,VfL Wolfsburg
David Odogu,19,Centre-Back,Germany / Nigeria,€1.50m,VfL Wolfsburg
Mathys Angély,18,Centre-Back,France,€600k,VfL Wolfsburg
Joakim Maehle,28,Left-Back,Denmark,€14.00m,VfL Wolfsburg
Nicolas Cozza,26,Left-Back,France / Italy,€3.50m,VfL Wolfsburg
Rogério,27,Left-Back,Brazil / Italy,€2.50m,VfL Wolfsburg
Kilian Fischer,24,Right-Back,Germany,€6.00m,VfL Wolfsburg
Bartol Franjic,25,Defensive Midfield,Croatia,€1.50m,VfL Wolfsburg
Mattias Svanberg,26,Central Midfield,Sweden,€12.00m,VfL Wolfsburg
Aster Vranckx,22,Central Midfield,Belgium / DR Congo,€7.00m,VfL Wolfsburg
Maximilian Arnold,31,Central Midfield,Germany,€5.00m,VfL Wolfsburg
Yannick Gerhardt,31,Central Midfield,Germany,€2.50m,VfL Wolfsburg
Kevin Paredes,22,Left Midfield,United States / Dominican Republic,€7.50m,VfL Wolfsburg
Aaron Zehnter,20,Left Midfield,Germany,€6.00m,VfL Wolfsburg
Lovro Majer,27,Attacking Midfield,Croatia,€17.00m,VfL Wolfsburg
Bence Dárdai,19,Attacking Midfield,Hungary / Germany,€12.00m,VfL Wolfsburg
David Leal Costa,19,Attacking Midfield,Portugal / Germany,-,VfL Wolfsburg
Jakub Kaminski,23,Left Winger,Poland,€5.00m,VfL Wolfsburg
Patrick Wimmer,24,Right Winger,Austria,€15.00m,VfL Wolfsburg
Andreas Skov Olsen,25,Right Winger,Denmark,€14.00m,VfL Wolfsburg
Vaclav Cerny,27,Right Winger,Czech Republic,€8.00m,VfL Wolfsburg
Mohamed Amoura,25,Centre-Forward,Algeria,€32.00m,VfL Wolfsburg
Tiago Tomás,23,Centre-Forward,Portugal,€12.00m,VfL Wolfsburg
Jonas Wind,26,Centre-Forward,Denmark,€12.00m,VfL Wolfsburg
Dzenan Pejcinovic,20,Centre-Forward,Germany / Montenegro,€4.00m,VfL Wolfsburg
Marvin Schwäbe,30,Goalkeeper,Germany,€2.00m,1.FC Köln
Matthias Köbbing,28,Goalkeeper,Germany,€100k,1.FC Köln
Timo Hübers,28,Centre-Back,Germany,€3.00m,1.FC Köln
Julian Pauli,19,Centre-Back,Germany / England,€2.50m,1.FC Köln
Joël Schmied,26,Centre-Back,Switzerland,€2.00m,1.FC Köln
Dominique Heintz,31,Centre-Back,Germany,€800k,1.FC Köln
Luca Kilian,25,Centre-Back,Germany,€400k,1.FC Köln
Neo Telle,20,Centre-Back,Germany / Cameroon,€300k,1.FC Köln
Max Finkgräfe,21,Left-Back,Germany,€4.00m,1.FC Köln
Leart Paçarada,30,Left-Back,Kosovo / Germany,€1.50m,1.FC Köln
Jusuf Gazibegovic,25,Right-Back,Bosnia-Herzegovina,€4.00m,1.FC Köln
Rasmus Carstensen,24,Right-Back,Denmark,€2.00m,1.FC Köln
Eric Martel,23,Defensive Midfield,Germany,€6.00m,1.FC Köln
Jacob Christensen,24,Defensive Midfield,Denmark,€800k,1.FC Köln
Fayssal Harchaoui,19,Defensive Midfield,Germany / Morocco,-,1.FC Köln
Ísak Jóhannesson,22,Central Midfield,Iceland,€7.00m,1.FC Köln
Denis Huseinbasic,23,Central Midfield,Bosnia-Herzegovina / Germany,€2.80m,1.FC Köln
Florian Kainz,32,Attacking Midfield,Austria,€1.70m,1.FC Köln
Linton Maina,26,Left Winger,Germany / Kenya,€4.00m,1.FC Köln
Said El Mala,18,Left Winger,Germany,€3.00m,1.FC Köln
Jan Thielmann,23,Right Winger,Germany,€3.00m,1.FC Köln
Ragnar Ache,26,Centre-Forward,Germany / Ghana,€7.00m,1.FC Köln
Damion Downs,20,Centre-Forward,United States / Germany,€6.00m,1.FC Köln
Luca Waldschmidt,29,Centre-Forward,Germany,€2.00m,1.FC Köln
Imad Rondic,26,Centre-Forward,Bosnia-Herzegovina,€1.50m,1.FC Köln
Steffen Tigges,26,Centre-Forward,Germany,€700k,1.FC Köln
Sargis Adamyan,32,Centre-Forward,Armenia,€400k,1.FC Köln
Jaka Cuber Potocnik,20,Centre-Forward,Slovenia,€350k,1.FC Köln
Florian Dietz,26,Centre-Forward,Germany,€300k,1.FC Köln
Malek El Mala,20,Centre-Forward,Germany,€250k,1.FC Köln
Chilohem Onuoha,20,Centre-Forward,Germany / Nigeria,€200k,1.FC Köln
Robin Zentner,30,Goalkeeper,Germany,€4.00m,1.FSV Mainz 05
Lasse Rieß,23,Goalkeeper,Germany,€400k,1.FSV Mainz 05
Daniel Batz,34,Goalkeeper,Germany,€250k,1.FSV Mainz 05
Andreas Hanche-Olsen,28,Centre-Back,Norway,€6.00m,1.FSV Mainz 05
Dominik Kohr,31,Centre-Back,Germany,€3.50m,1.FSV Mainz 05
Maxim Leitsch,27,Centre-Back,Germany,€1.50m,1.FSV Mainz 05
Danny da Costa,31,Centre-Back,Germany / Angola,€1.50m,1.FSV Mainz 05
Stefan Bell,33,Centre-Back,Germany,€800k,1.FSV Mainz 05
Konstantin Schopp,19,Centre-Back,Austria,€400k,1.FSV Mainz 05
Maxim Dal,19,Centre-Back,Germany / Türkiye,€150k,1.FSV Mainz 05
Phillipp Mwene,31,Left-Back,Austria / Kenya,€1.80m,1.FSV Mainz 05
Kasey Bos,21,Left-Back,Australia / Netherlands,€450k,1.FSV Mainz 05
Anthony Caci,28,Right-Back,France,€12.00m,1.FSV Mainz 05
Nikolas Veratschnig,22,Right-Back,Austria,€1.50m,1.FSV Mainz 05
Silvan Widmer,32,Right-Back,Switzerland,€1.20m,1.FSV Mainz 05
Kaishu Sano,24,Defensive Midfield,Japan,€20.00m,1.FSV Mainz 05
Lennard Maloney,25,Defensive Midfield,United States / Germany,€3.50m,1.FSV Mainz 05
Edimilson Fernandes,29,Defensive Midfield,Switzerland / Portugal,€3.00m,1.FSV Mainz 05
Niklas Tauer,24,Defensive Midfield,Germany,€500k,1.FSV Mainz 05
Nadiem Amiri,28,Central Midfield,Germany,€20.00m,1.FSV Mainz 05
Tom Krauß,24,Central Midfield,Germany,€4.00m,1.FSV Mainz 05
Paul Nebel,22,Attacking Midfield,Germany / Ireland,€24.00m,1.FSV Mainz 05
Hyun-seok Hong,26,Attacking Midfield,"Korea, South",€3.50m,1.FSV Mainz 05
Jae-sung Lee,32,Attacking Midfield,"Korea, South",€2.50m,1.FSV Mainz 05
Marco Richter,27,Attacking Midfield,Germany,€1.50m,1.FSV Mainz 05
Arnaud Nordin,27,Right Winger,France / Martinique,€5.00m,1.FSV Mainz 05
Armindo Sieb,22,Second Striker,Germany / Mozambique,€3.00m,1.FSV Mainz 05
Jonathan Burkardt,24,Centre-Forward,Germany,€35.00m,1.FSV Mainz 05
Benedict Hollerbach,24,Centre-Forward,Germany,€12.00m,1.FSV Mainz 05
Nelson Weiper,20,Centre-Forward,Germany / Albania,€10.00m,1.FSV Mainz 05
Ben Bobzien,22,Centre-Forward,Germany,€1.20m,1.FSV Mainz 05
Finn Dahmen,27,Goalkeeper,Germany / England,€9.00m,FC Augsburg
Nediljko Labrovic,25,Goalkeeper,Croatia,€2.50m,FC Augsburg
Daniel Klein,24,Goalkeeper,Germany,€150k,FC Augsburg
Tobias Jäger,20,Goalkeeper,Germany / Austria,€100k,FC Augsburg
Chrislain Matsima,23,Centre-Back,France / Congo,€22.00m,FC Augsburg
Cédric Zesiger,27,Centre-Back,Switzerland,€7.00m,FC Augsburg
Keven Schlotterbeck,28,Centre-Back,Germany,€6.00m,FC Augsburg
Noahkai Banks,18,Centre-Back,United States / Germany,€6.00m,FC Augsburg
Maximilian Bauer,25,Centre-Back,Germany,€2.00m,FC Augsburg
Jeffrey Gouweleeuw,33,Centre-Back,Netherlands,€1.50m,FC Augsburg
Dimitrios Giannoulis,29,Left-Back,Greece,€3.00m,FC Augsburg
Mads Pedersen,28,Left-Back,Denmark,€2.00m,FC Augsburg
David Colina,24,Left-Back,Croatia,€850k,FC Augsburg
Marius Wolf,30,Right-Back,Germany,€3.00m,FC Augsburg
Henri Koudossou,25,Right-Back,Germany / Togo,€2.00m,FC Augsburg
Kristijan Jakic,28,Defensive Midfield,Croatia,€6.50m,FC Augsburg
Tim Breithaupt,23,Defensive Midfield,Germany,€2.50m,FC Augsburg
Robin Fellhauer,27,Defensive Midfield,Germany,€1.80m,FC Augsburg
Mahmut Kücüksahin,21,Defensive Midfield,Türkiye / Germany,€175k,FC Augsburg
Arne Maier,26,Central Midfield,Germany,€4.00m,FC Augsburg
Elvis Rexhbecaj,27,Central Midfield,Kosovo / Germany,€3.50m,FC Augsburg
Alexis Claude-Maurice,27,Attacking Midfield,France / Guadeloupe,€12.00m,FC Augsburg
Mert Kömür,19,Attacking Midfield,Germany / Türkiye,€5.00m,FC Augsburg
Elias Saad,25,Left Winger,Tunisia / Germany,€4.00m,FC Augsburg
Yusuf Kabadayi,21,Left Winger,Germany / Türkiye,€1.50m,FC Augsburg
Kyliane Dong,20,Right Winger,France / Cameroon,€500k,FC Augsburg
Phillip Tietz,27,Centre-Forward,Germany,€5.00m,FC Augsburg
Samuel Essende,27,Centre-Forward,DR Congo / France,€4.50m,FC Augsburg
Dion Beljo,23,Centre-Forward,Croatia,€4.00m,FC Augsburg
Steve Mounié,30,Centre-Forward,Benin / France,€2.00m,FC Augsburg
