Name,Age,Position,Nationality,Market Value,Club Name
Abdukodir Khusanov,21,Centre-Back,Uzbekistan,€35.00m,Manchester City
Vitor Reis,19,Centre-Back,Brazil,€30.00m,Manchester City
Manuel Akanji,29,Centre-Back,Switzerland / Nigeria,€28.00m,Manchester City
John Stones,31,Centre-Back,England,€25.00m,Manchester City
Nathan Aké,30,Centre-Back,Netherlands / Cote d'Ivoire,€25.00m,Manchester City
Josko Gvardiol,23,Left-Back,Croatia,€75.00m,Manchester City
Rayan Aït-Nouri,24,Left-Back,Algeria / France,€35.00m,Manchester City
Josh Wilson-Esbrand,22,Left-Back,England / Jamaica,€4.00m,Manchester City
Rico Lewis,20,Right-Back,England,€40.00m,Manchester City
Kyle Walker,35,Right-Back,England,€4.00m,Manchester City
Issa Kaboré,24,Right-Back,Burkina Faso,€4.00m,Manchester City
Rodri,29,Defensive Midfield,Spain,€110.00m,Manchester City
Kalvin Phillips,29,Defensive Midfield,England / Jamaica,€12.00m,Manchester City
Tijjani Reijnders,26,Central Midfield,Netherlands,€60.00m,Manchester City
Nico González,23,Central Midfield,Spain,€40.00m,Manchester City
Matheus Nunes,26,Central Midfield,Portugal / Brazil,€35.00m,Manchester City
Mateo Kovacic,31,Central Midfield,Croatia,€20.00m,Manchester City
İlkay Gündoğan,34,Central Midfield,Germany,€5.00m,Manchester City
Bernardo Silva,30,Attacking Midfield,Portugal,€38.00m,Manchester City
James McAtee,22,Attacking Midfield,England,€20.00m,Manchester City
Claudio Echeverri,19,Attacking Midfield,Argentina,€18.00m,Manchester City
Nico O'Reilly,20,Attacking Midfield,England / Jamaica,€18.00m,Manchester City
Jérémy Doku,23,Left Winger,Belgium / Ghana,€50.00m,Manchester City
Jack Grealish,29,Left Winger,England / Ireland,€28.00m,Manchester City
Phil Foden,25,Right Winger,England,€100.00m,Manchester City
Savinho,21,Right Winger,Brazil,€50.00m,Manchester City
Rayan Cherki,21,Right Winger,France / Algeria,€45.00m,Manchester City
Oscar Bobb,21,Right Winger,Norway / The Gambia,€25.00m,Manchester City
Erling Haaland,24,Centre-Forward,Norway,€180.00m,Manchester City
Omar Marmoush,26,Centre-Forward,Egypt / Canada,€75.00m,Manchester City
José Sá,32,Goalkeeper,Portugal,€7.00m,Wolverhampton Wanderers
Sam Johnstone,32,Goalkeeper,England,€6.00m,Wolverhampton Wanderers
Daniel Bentley,31,Goalkeeper,England,€1.50m,Wolverhampton Wanderers
Tom King,30,Goalkeeper,Wales / England,€200k,Wolverhampton Wanderers
Toti,26,Centre-Back,Portugal / Guinea-Bissau,€28.00m,Wolverhampton Wanderers
Emmanuel Agbadou,28,Centre-Back,Cote d'Ivoire,€20.00m,Wolverhampton Wanderers
Santiago Bueno,26,Centre-Back,Uruguay / Italy,€10.00m,Wolverhampton Wanderers
Nasser Djiga,22,Centre-Back,Burkina Faso / Serbia,€10.00m,Wolverhampton Wanderers
Yerson Mosquera,24,Centre-Back,Colombia,€8.00m,Wolverhampton Wanderers
Bastien Meupiyou,19,Centre-Back,France / Cameroon,€2.50m,Wolverhampton Wanderers
Hugo Bueno,22,Left-Back,Spain,€8.00m,Wolverhampton Wanderers
Ki-Jana Hoever,23,Right-Back,Netherlands / Suriname,€5.00m,Wolverhampton Wanderers
Pedro Lima,19,Right-Back,Brazil,€5.00m,Wolverhampton Wanderers
Matt Doherty,33,Right-Back,Ireland,€2.00m,Wolverhampton Wanderers
André,23,Defensive Midfield,Brazil,€28.00m,Wolverhampton Wanderers
Boubacar Traoré,23,Defensive Midfield,Mali,€5.00m,Wolverhampton Wanderers
Joe Hodge,22,Defensive Midfield,Ireland / England,€1.00m,Wolverhampton Wanderers
João Gomes,24,Central Midfield,Brazil,€40.00m,Wolverhampton Wanderers
Jean-Ricner Bellegarde,27,Central Midfield,France / Haiti,€18.00m,Wolverhampton Wanderers
Marshall Munetsi,29,Central Midfield,Zimbabwe,€15.00m,Wolverhampton Wanderers
Tommy Doyle,23,Central Midfield,England,€10.00m,Wolverhampton Wanderers
Rodrigo Gomes,21,Right Midfield,Portugal,€15.00m,Wolverhampton Wanderers
Tawanda Chirewa,21,Attacking Midfield,Zimbabwe / England,€500k,Wolverhampton Wanderers
Gonçalo Guedes,28,Left Winger,Portugal,€11.00m,Wolverhampton Wanderers
Enso González,20,Left Winger,Paraguay,€4.00m,Wolverhampton Wanderers
Chiquinho,25,Left Winger,Portugal / Cape Verde,€2.00m,Wolverhampton Wanderers
Fer López,21,Right Winger,Spain,€5.00m,Wolverhampton Wanderers
Jørgen Strand Larsen,25,Centre-Forward,Norway,€30.00m,Wolverhampton Wanderers
Fábio Silva,22,Centre-Forward,Portugal,€20.00m,Wolverhampton Wanderers
Hee-chan Hwang,29,Centre-Forward,"Korea, South",€12.00m,Wolverhampton Wanderers
Sasa Kalajdzic,27,Centre-Forward,Austria,€4.00m,Wolverhampton Wanderers
Nathan Fraser,20,Centre-Forward,Ireland / England,€600k,Wolverhampton Wanderers
