Name,Age,Position,Nationality,Market Value,Club Name
Florian Lejeune,34,Centre-Back,France,€2.50m,Rayo Vallecano
Pelayo Fernández,22,Centre-Back,Spain,€500k,Rayo Vallecano
Pep Chavarría,27,Left-Back,Spain,€5.00m,Rayo Vallecano
Alfonso Espino,33,Left-Back,Uruguay / Spain,€1.20m,Rayo Vallecano
Andrei Rațiu,27,Right-Back,Romania / Spain,€12.00m,Rayo Vallecano
Iván Balliu,33,Right-Back,Albania / Spain,€1.40m,Rayo Vallecano
Pedro Díaz,27,Central Midfield,Spain,€3.00m,Rayo Vallecano
Unai López,29,Central Midfield,Spain,€2.50m,Rayo Vallecano
Óscar Valentín,30,Central Midfield,Spain,€2.50m,Rayo Vallecano
Pathé Ciss,31,Central Midfield,Senegal,€2.00m,Rayo Vallecano
Randy Nteka,27,Attacking Midfield,Angola / France,€1.50m,Rayo Vallecano
Oscar Trejo,37,Attacking Midfield,Argentina / Italy,€500k,Rayo Vallecano
Álvaro García,32,Left Winger,Spain,€2.00m,Rayo Vallecano
Jorge de Frutos,28,Right Winger,Spain,€4.00m,Rayo Vallecano
Isi Palazón,30,Second Striker,Spain,€3.50m,Rayo Vallecano
Sergio Camello,24,Centre-Forward,Spain,€3.00m,Rayo Vallecano
Raúl de Tomás,30,Centre-Forward,Spain / Dominican Republic,€700k,Rayo Vallecano
