Name,Age,Position,Club Name,League Name,Market Value,Nationality,Profile URL
Mohamed Yassine Azzouz,"May 17, 2007 (18)",Attacking Midfield,Oud-Heverlee Leuven,Jupiler Pro League,-,Morocco / Belgium,https://www.transfermarkt.com/mohamed-yassine-azzouz/profil/spieler/1180821
Matteo Heremans,"Jan 8, 2006 (19)",Attacking Midfield,Oud-Heverlee Leuven,Jupiler Pro League,-,Belgium,https://www.transfermarkt.com/matteo-heremans/profil/spieler/1211302
Thibaud Verlinden,"Jul 9, 1999 (25)",Left Winger,Oud-Heverlee Leuven,Jupiler Pro League,€1.70m,Belgium / France,https://www.transfermarkt.com/thibaud-verlinden/profil/spieler/338673
Stefan Mitrović,"Aug 15, 2002 (22)",Left Winger,Oud-Heverlee Leuven,Jupiler Pro League,€1.50m,Serbia / Canada,https://www.transfermarkt.com/stefan-mitrovic/profil/spieler/726526
Jón Dagur Thorsteinsson,"Nov 26, 1998 (26)",Left Winger,Oud-Heverlee Leuven,Jupiler Pro League,€800k,Iceland,https://www.transfermarkt.com/jon-dagur-thorsteinsson/profil/spieler/331739
Konan N’Dri,"Oct 27, 2000 (24)",Right Winger,Oud-Heverlee Leuven,Jupiler Pro League,€1.40m,Cote d'Ivoire,https://www.transfermarkt.com/konan-ndri/profil/spieler/649490
Amadou Diallo,"Feb 12, 2005 (20)",Right Winger,Oud-Heverlee Leuven,Jupiler Pro League,€200k,Belgium / Guinea,https://www.transfermarkt.com/amadou-diallo/profil/spieler/990751
Jovan Mijatović,"Jul 11, 2005 (19)",Centre-Forward,Oud-Heverlee Leuven,Jupiler Pro League,€3.00m,Serbia,https://www.transfermarkt.com/jovan-mijatovic/profil/spieler/673432
Chukwubuikem Ikwuemesi,"Aug 5, 2001 (23)",Centre-Forward,Oud-Heverlee Leuven,Jupiler Pro League,€2.00m,Nigeria,https://www.transfermarkt.com/chukwubuikem-ikwuemesi/profil/spieler/929494
Mickaël Biron,"Aug 26, 1997 (27)",Centre-Forward,Oud-Heverlee Leuven,Jupiler Pro League,€1.20m,Martinique / France,https://www.transfermarkt.com/mickael-biron/profil/spieler/524860
Suphanat Mueanta,"Aug 2, 2002 (22)",Centre-Forward,Oud-Heverlee Leuven,Jupiler Pro League,€1.20m,Thailand,https://www.transfermarkt.com/suphanat-mueanta/profil/spieler/568362
Lequincio Zeefuik,"Nov 26, 2004 (20)",Centre-Forward,Oud-Heverlee Leuven,Jupiler Pro League,€850k,Netherlands / Suriname,https://www.transfermarkt.com/lequincio-zeefuik/profil/spieler/728864
Nachon Nsingi,"Apr 24, 2001 (24)",Centre-Forward,Oud-Heverlee Leuven,Jupiler Pro League,€400k,Belgium,https://www.transfermarkt.com/nachon-nsingi/profil/spieler/707802
Chike Van De Ven,"May 28, 2007 (18)",Centre-Forward,Oud-Heverlee Leuven,Jupiler Pro League,-,Belgium / Nigeria,https://www.transfermarkt.com/chike-van-de-ven/profil/spieler/1068262
Michael Verrips,"Dec 3, 1996 (28)",Goalkeeper,FCV Dender EH,Jupiler Pro League,€800k,Netherlands,https://www.transfermarkt.com/michael-verrips/profil/spieler/288259
Guillaume Dietsch,"Apr 17, 2001 (24)",Goalkeeper,FCV Dender EH,Jupiler Pro League,€250k,France,https://www.transfermarkt.com/guillaume-dietsch/profil/spieler/463601
Julien Devriendt,"Nov 25, 1998 (26)",Goalkeeper,FCV Dender EH,Jupiler Pro League,€200k,Belgium,https://www.transfermarkt.com/julien-devriendt/profil/spieler/452896
Tom Holmes,"Mar 12, 2000 (25)",Centre-Back,FCV Dender EH,Jupiler Pro League,€1.80m,England,https://www.transfermarkt.com/tom-holmes/profil/spieler/424900
Joedrick Pupe,"Jun 4, 1997 (28)",Centre-Back,FCV Dender EH,Jupiler Pro League,€1.20m,Belgium,https://www.transfermarkt.com/joedrick-pupe/profil/spieler/452296
Kobe Cools,"Jul 25, 1997 (27)",Centre-Back,FCV Dender EH,Jupiler Pro League,€800k,Belgium,https://www.transfermarkt.com/kobe-cools/profil/spieler/340162
Gilles Ruyssen,"Jun 18, 1994 (31)",Centre-Back,FCV Dender EH,Jupiler Pro League,€600k,Belgium,https://www.transfermarkt.com/gilles-ruyssen/profil/spieler/271441
Darryl Nkulikiyimana,"May 24, 2005 (20)",Centre-Back,FCV Dender EH,Jupiler Pro League,-,Rwanda / Belgium,https://www.transfermarkt.com/darryl-nkulikiyimana/profil/spieler/1364960
Fabio Ferraro,"Sep 3, 2002 (22)",Left-Back,FCV Dender EH,Jupiler Pro League,€1.30m,Belgium / Italy,https://www.transfermarkt.com/fabio-ferraro/profil/spieler/579084
Bryan Goncalves,"Jul 19, 1996 (28)",Left-Back,FCV Dender EH,Jupiler Pro League,€600k,France / Portugal,https://www.transfermarkt.com/bryan-goncalves/profil/spieler/340487
David Hrncar,"Dec 10, 1997 (27)",Right-Back,FCV Dender EH,Jupiler Pro League,€1.20m,Slovakia,https://www.transfermarkt.com/david-hrncar/profil/spieler/471621
Karol Fila,"Jun 13, 1998 (27)",Right-Back,FCV Dender EH,Jupiler Pro League,€600k,Poland,https://www.transfermarkt.com/karol-fila/profil/spieler/385817
Dembo Sylla,"Nov 10, 2002 (22)",Right-Back,FCV Dender EH,Jupiler Pro League,€500k,Guinea / France,https://www.transfermarkt.com/dembo-sylla/profil/spieler/1049151
Nathan Rôdes,"Dec 11, 1997 (27)",Defensive Midfield,FCV Dender EH,Jupiler Pro League,€1.40m,Belgium,https://www.transfermarkt.com/nathan-rodes/profil/spieler/481171
Malcolm Viltard,"Oct 24, 2002 (22)",Defensive Midfield,FCV Dender EH,Jupiler Pro League,€750k,France / Guadeloupe,https://www.transfermarkt.com/malcolm-viltard/profil/spieler/840688
Kéres Masangu,"Mar 7, 2000 (25)",Defensive Midfield,FCV Dender EH,Jupiler Pro League,€200k,Belgium / DR Congo,https://www.transfermarkt.com/keres-masangu/profil/spieler/393018
Roman Kvet,"Dec 17, 1997 (27)",Central Midfield,FCV Dender EH,Jupiler Pro League,€1.50m,Czech Republic,https://www.transfermarkt.com/roman-kvet/profil/spieler/400649
Noah Mbamba,"Jan 5, 2005 (20)",Central Midfield,FCV Dender EH,Jupiler Pro League,€1.50m,Belgium,https://www.transfermarkt.com/noah-mbamba/profil/spieler/743395
Desmond Acquah,"Jul 23, 2002 (22)",Central Midfield,FCV Dender EH,Jupiler Pro League,€300k,Belgium / Ghana,https://www.transfermarkt.com/desmond-acquah/profil/spieler/707803
Jasper Van Oudenhove,"Nov 3, 1998 (26)",Central Midfield,FCV Dender EH,Jupiler Pro League,€200k,Belgium,https://www.transfermarkt.com/jasper-van-oudenhove/profil/spieler/377434
Danny Fofana,"Aug 2, 2002 (22)",Central Midfield,FCV Dender EH,Jupiler Pro League,€50k,Belgium,https://www.transfermarkt.com/danny-fofana/profil/spieler/980783
Antoine De Bodt,"Oct 17, 1999 (25)",Central Midfield,FCV Dender EH,Jupiler Pro League,-,Belgium / Haiti,https://www.transfermarkt.com/antoine-de-bodt/profil/spieler/569500
Ridwane M'Barki,"Jul 2, 1994 (30)",Left Midfield,FCV Dender EH,Jupiler Pro League,€250k,Belgium,https://www.transfermarkt.com/ridwane-mbarki/profil/spieler/441120
Lennard Hens,"Feb 8, 1996 (29)",Attacking Midfield,FCV Dender EH,Jupiler Pro League,€400k,Belgium,https://www.transfermarkt.com/lennard-hens/profil/spieler/332686
Ragnar Oratmangoen,"Jan 21, 1998 (27)",Left Winger,FCV Dender EH,Jupiler Pro League,€600k,Indonesia / Netherlands,https://www.transfermarkt.com/ragnar-oratmangoen/profil/spieler/410854
Abdoulaye Yahaya,"Oct 7, 2001 (23)",Right Winger,FCV Dender EH,Jupiler Pro League,€200k,Cameroon,https://www.transfermarkt.com/abdoulaye-yahaya/profil/spieler/779309
Mohamed Berte,"Mar 25, 2002 (23)",Second Striker,FCV Dender EH,Jupiler Pro League,€1.20m,Belgium / Cote d'Ivoire,https://www.transfermarkt.com/mohamed-berte/profil/spieler/895402
Bruny Nsimba,"Apr 5, 2000 (25)",Centre-Forward,FCV Dender EH,Jupiler Pro League,€2.00m,Belgium / Angola,https://www.transfermarkt.com/bruny-nsimba/profil/spieler/452584
Aurélien Scheidler,"Jun 4, 1998 (27)",Centre-Forward,FCV Dender EH,Jupiler Pro League,€1.80m,France,https://www.transfermarkt.com/aurelien-scheidler/profil/spieler/497175
Jordy Soladio,"Feb 12, 1998 (27)",Centre-Forward,FCV Dender EH,Jupiler Pro League,€350k,Belgium / DR Congo,https://www.transfermarkt.com/jordy-soladio/profil/spieler/533092
Ali Akman,"Apr 18, 2002 (23)",Centre-Forward,FCV Dender EH,Jupiler Pro League,€350k,Türkiye,https://www.transfermarkt.com/ali-akman/profil/spieler/555719
Jordan Kadiri,"Mar 11, 2000 (25)",Centre-Forward,FCV Dender EH,Jupiler Pro League,€200k,Nigeria,https://www.transfermarkt.com/jordan-kadiri/profil/spieler/655420
Michael Lallemand,"Feb 11, 1993 (32)",Centre-Forward,FCV Dender EH,Jupiler Pro League,€150k,Belgium,https://www.transfermarkt.com/michael-lallemand/profil/spieler/110724
Marcos Peano,"Oct 15, 1998 (26)",Goalkeeper,RAAL La Louvière,Jupiler Pro League,€600k,Argentina / Italy,https://www.transfermarkt.com/marcos-peano/profil/spieler/360338
Lucas Monteiro,"Aug 4, 2005 (19)",Goalkeeper,RAAL La Louvière,Jupiler Pro League,€100k,Portugal / Belgium,https://www.transfermarkt.com/lucas-monteiro/profil/spieler/905252
Arno Valkenaers,"Nov 3, 2000 (24)",Goalkeeper,RAAL La Louvière,Jupiler Pro League,€50k,Belgium,https://www.transfermarkt.com/arno-valkenaers/profil/spieler/429927
Djibril Lamego,"Feb 25, 2003 (22)",Centre-Back,RAAL La Louvière,Jupiler Pro League,€600k,France,https://www.transfermarkt.com/djibril-lamego/profil/spieler/947363
Maxence Maisonneuve,"Feb 11, 1999 (26)",Centre-Back,RAAL La Louvière,Jupiler Pro League,€500k,France,https://www.transfermarkt.com/maxence-maisonneuve/profil/spieler/589273
Wagane Faye,"Nov 20, 1993 (31)",Centre-Back,RAAL La Louvière,Jupiler Pro League,€300k,Senegal / Belgium,https://www.transfermarkt.com/wagane-faye/profil/spieler/463133
Victor Corneillie,"Sep 3, 1997 (27)",Centre-Back,RAAL La Louvière,Jupiler Pro League,€250k,France,https://www.transfermarkt.com/victor-corneillie/profil/spieler/741210
Hady Camara,"Jan 17, 2002 (23)",Centre-Back,RAAL La Louvière,Jupiler Pro League,€250k,France / Senegal,https://www.transfermarkt.com/hady-camara/profil/spieler/796882
Daan Klomp,"Aug 10, 1998 (26)",Centre-Back,RAAL La Louvière,Jupiler Pro League,€150k,Netherlands,https://www.transfermarkt.com/daan-klomp/profil/spieler/400671
Luka Hoedaert,"Apr 8, 2003 (22)",Centre-Back,RAAL La Louvière,Jupiler Pro League,€50k,Belgium,https://www.transfermarkt.com/luka-hoedaert/profil/spieler/738773
Nolan Gillot,"Oct 31, 2002 (22)",Left-Back,RAAL La Louvière,Jupiler Pro League,€250k,France,https://www.transfermarkt.com/nolan-gillot/profil/spieler/808128
Tristan Loiseaux,"Sep 3, 2004 (20)",Right-Back,RAAL La Louvière,Jupiler Pro League,€50k,Belgium,https://www.transfermarkt.com/tristan-loiseaux/profil/spieler/1059347
Thierno Diallo,"Aug 5, 2004 (20)",Defensive Midfield,RAAL La Louvière,Jupiler Pro League,€200k,Belgium,https://www.transfermarkt.com/thierno-diallo/profil/spieler/860838
Samuel Gueulette,"May 19, 2000 (25)",Central Midfield,RAAL La Louvière,Jupiler Pro League,€500k,Rwanda / Belgium,https://www.transfermarkt.com/samuel-gueulette/profil/spieler/705416
Sami Lahssaini,"Sep 18, 1998 (26)",Central Midfield,RAAL La Louvière,Jupiler Pro League,€450k,Belgium / Morocco,https://www.transfermarkt.com/sami-lahssaini/profil/spieler/535706
Jordi Liongola,"May 17, 2000 (25)",Right Midfield,RAAL La Louvière,Jupiler Pro League,€650k,Burundi / Belgium,https://www.transfermarkt.com/jordi-liongola/profil/spieler/627329
Maxime Pau,"Mar 31, 2000 (25)",Attacking Midfield,RAAL La Louvière,Jupiler Pro League,€350k,France / Cameroon,https://www.transfermarkt.com/maxime-pau/profil/spieler/395245
Joël Ito,"Mar 27, 1998 (27)",Attacking Midfield,RAAL La Louvière,Jupiler Pro League,€350k,Belgium,https://www.transfermarkt.com/joel-ito/profil/spieler/338652
Fadel Gobitaka,"Jan 16, 1998 (27)",Left Winger,RAAL La Louvière,Jupiler Pro League,€350k,Togo / Belgium,https://www.transfermarkt.com/fadel-gobitaka/profil/spieler/405973
Kenny Nagera,"Feb 21, 2002 (23)",Left Winger,RAAL La Louvière,Jupiler Pro League,€350k,France / Guadeloupe,https://www.transfermarkt.com/kenny-nagera/profil/spieler/618416
Adrien Bongiovanni,"Sep 20, 1999 (25)",Left Winger,RAAL La Louvière,Jupiler Pro League,€250k,Belgium / Italy,https://www.transfermarkt.com/adrien-bongiovanni/profil/spieler/338628
Nicolas Fontaine,"Feb 7, 2000 (25)",Left Winger,RAAL La Louvière,Jupiler Pro League,€150k,Madagascar / France,https://www.transfermarkt.com/nicolas-fontaine/profil/spieler/395243
Owen Maës,"Sep 24, 1998 (26)",Right Winger,RAAL La Louvière,Jupiler Pro League,€400k,France / Guadeloupe,https://www.transfermarkt.com/owen-maes/profil/spieler/593286
Sekou Sidibe,"May 5, 2001 (24)",Right Winger,RAAL La Louvière,Jupiler Pro League,€250k,Belgium / Cote d'Ivoire,https://www.transfermarkt.com/sekou-sidibe/profil/spieler/409513
Mouhamed Belkheir,"Jan 2, 1999 (26)",Centre-Forward,RAAL La Louvière,Jupiler Pro League,€900k,Algeria / France,https://www.transfermarkt.com/mouhamed-belkheir/profil/spieler/394127
Mohamed Guindo,"Aug 1, 2003 (21)",Centre-Forward,RAAL La Louvière,Jupiler Pro League,€450k,Mali / Belgium,https://www.transfermarkt.com/mohamed-guindo/profil/spieler/617698
Ivann Botella,"Jun 28, 1999 (26)",Centre-Forward,RAAL La Louvière,Jupiler Pro League,€450k,France / Spain,https://www.transfermarkt.com/ivann-botella/profil/spieler/686454
Raphaël Eyongo,"May 21, 2003 (22)",Centre-Forward,RAAL La Louvière,Jupiler Pro League,€200k,Netherlands / DR Congo,https://www.transfermarkt.com/raphael-eyongo/profil/spieler/808646
Simon Mignolet,"Mar 6, 1988 (37)",Goalkeeper,Club Brugge KV,Jupiler Pro League,€1.20m,Belgium,https://www.transfermarkt.com/simon-mignolet/profil/spieler/50219
Nordin Jackers,"Sep 5, 1997 (27)",Goalkeeper,Club Brugge KV,Jupiler Pro League,€1.20m,Belgium,https://www.transfermarkt.com/nordin-jackers/profil/spieler/250543
Axl De Corte,"Mar 24, 2006 (19)",Goalkeeper,Club Brugge KV,Jupiler Pro League,€400k,Belgium,https://www.transfermarkt.com/axl-de-corte/profil/spieler/1073654
Dani van den Heuvel,"May 28, 2003 (22)",Goalkeeper,Club Brugge KV,Jupiler Pro League,€200k,Netherlands,https://www.transfermarkt.com/dani-van-den-heuvel/profil/spieler/559320
Joel Ordóñez,"Apr 21, 2004 (21)",Centre-Back,Club Brugge KV,Jupiler Pro League,€28.00m,Ecuador,https://www.transfermarkt.com/joel-ordonez/profil/spieler/893661
Brandon Mechele,"Jan 28, 1993 (32)",Centre-Back,Club Brugge KV,Jupiler Pro League,€3.50m,Belgium,https://www.transfermarkt.com/brandon-mechele/profil/spieler/236168
Zaid Romero,"Dec 15, 1999 (25)",Centre-Back,Club Brugge KV,Jupiler Pro League,€3.00m,Argentina / Syria,https://www.transfermarkt.com/zaid-romero/profil/spieler/741142
Jorne Spileers,"Jan 21, 2005 (20)",Centre-Back,Club Brugge KV,Jupiler Pro League,€2.00m,Belgium,https://www.transfermarkt.com/jorne-spileers/profil/spieler/743381
Vince Osuji,"Apr 6, 2006 (19)",Centre-Back,Club Brugge KV,Jupiler Pro League,€1.20m,Nigeria,https://www.transfermarkt.com/vince-osuji/profil/spieler/1285176
Amine Et Taïbi,"Feb 5, 2003 (22)",Centre-Back,Club Brugge KV,Jupiler Pro League,€400k,Morocco / Belgium,https://www.transfermarkt.com/amine-et-taibi/profil/spieler/565401
Bi Abdoul Kader Yameogo,"Dec 17, 2004 (20)",Centre-Back,Club Brugge KV,Jupiler Pro League,€400k,Cote d'Ivoire,https://www.transfermarkt.com/bi-abdoul-kader-yameogo/profil/spieler/1067903
Dedryck Boyata,"Nov 28, 1990 (34)",Centre-Back,Club Brugge KV,Jupiler Pro League,€200k,Belgium / DR Congo,https://www.transfermarkt.com/dedryck-boyata/profil/spieler/88262
Maxim De Cuyper,"Dec 22, 2000 (24)",Left-Back,Club Brugge KV,Jupiler Pro League,€16.00m,Belgium,https://www.transfermarkt.com/maxim-de-cuyper/profil/spieler/429915
Joaquin Seys,"Mar 28, 2005 (20)",Left-Back,Club Brugge KV,Jupiler Pro League,€8.00m,Belgium,https://www.transfermarkt.com/joaquin-seys/profil/spieler/981196
Bjorn Meijer,"Mar 18, 2003 (22)",Left-Back,Club Brugge KV,Jupiler Pro League,€4.00m,Netherlands,https://www.transfermarkt.com/bjorn-meijer/profil/spieler/594227
Kyriani Sabbe,"Jan 26, 2005 (20)",Right-Back,Club Brugge KV,Jupiler Pro League,€4.50m,Belgium,https://www.transfermarkt.com/kyriani-sabbe/profil/spieler/743122
Hugo Siquet,"Jul 9, 2002 (22)",Right-Back,Club Brugge KV,Jupiler Pro League,€4.00m,Belgium,https://www.transfermarkt.com/hugo-siquet/profil/spieler/578680
Siebe Wylin,"May 27, 2003 (22)",Right-Back,Club Brugge KV,Jupiler Pro League,€400k,Belgium,https://www.transfermarkt.com/siebe-wylin/profil/spieler/583920
Denzel De Roeve,"Aug 10, 2004 (20)",Right-Back,Club Brugge KV,Jupiler Pro League,€400k,Belgium,https://www.transfermarkt.com/denzel-de-roeve/profil/spieler/666131
Ardon Jashari,"Jul 30, 2002 (22)",Defensive Midfield,Club Brugge KV,Jupiler Pro League,€32.00m,Switzerland / North Macedonia,https://www.transfermarkt.com/ardon-jashari/profil/spieler/608172
Raphael Onyedika,"Apr 19, 2001 (24)",Defensive Midfield,Club Brugge KV,Jupiler Pro League,€20.00m,Nigeria,https://www.transfermarkt.com/raphael-onyedika/profil/spieler/699783
Lynnt Audoor,"Oct 13, 2003 (21)",Defensive Midfield,Club Brugge KV,Jupiler Pro League,€600k,Belgium,https://www.transfermarkt.com/lynnt-audoor/profil/spieler/623095
Hugo Vetlesen,"Feb 29, 2000 (25)",Central Midfield,Club Brugge KV,Jupiler Pro League,€4.00m,Norway,https://www.transfermarkt.com/hugo-vetlesen/profil/spieler/499758
Casper Nielsen,"Apr 29, 1994 (31)",Central Midfield,Club Brugge KV,Jupiler Pro League,€2.50m,Denmark,https://www.transfermarkt.com/casper-nielsen/profil/spieler/148365
Hans Vanaken,"Aug 24, 1992 (32)",Attacking Midfield,Club Brugge KV,Jupiler Pro League,€7.00m,Belgium,https://www.transfermarkt.com/hans-vanaken/profil/spieler/137576
Antonio Nusa,"Apr 17, 2005 (20)",Left Winger,Club Brugge KV,Jupiler Pro League,€28.00m,Norway / Nigeria,https://www.transfermarkt.com/antonio-nusa/profil/spieler/894914
Christos Tzolis,"Jan 30, 2002 (23)",Left Winger,Club Brugge KV,Jupiler Pro League,€25.00m,Greece,https://www.transfermarkt.com/christos-tzolis/profil/spieler/451677
Philip Zinckernagel,"Dec 16, 1994 (30)",Left Winger,Club Brugge KV,Jupiler Pro League,€2.00m,Denmark,https://www.transfermarkt.com/philip-zinckernagel/profil/spieler/271098
Shandre Campbell,"Jul 15, 2005 (19)",Left Winger,Club Brugge KV,Jupiler Pro League,€1.00m,South Africa,https://www.transfermarkt.com/shandre-campbell/profil/spieler/1159786
Andreas Skov Olsen,"Dec 29, 1999 (25)",Right Winger,Club Brugge KV,Jupiler Pro League,€14.00m,Denmark,https://www.transfermarkt.com/andreas-skov-olsen/profil/spieler/432982
Chemsdine Talbi,"May 9, 2005 (20)",Right Winger,Club Brugge KV,Jupiler Pro League,€8.00m,Morocco / Belgium,https://www.transfermarkt.com/chemsdine-talbi/profil/spieler/743384
Michal Skoras,"Feb 15, 2000 (25)",Right Winger,Club Brugge KV,Jupiler Pro League,€2.50m,Poland,https://www.transfermarkt.com/michal-skoras/profil/spieler/393565
Ferran Jutglà,"Feb 1, 1999 (26)",Centre-Forward,Club Brugge KV,Jupiler Pro League,€8.00m,Spain,https://www.transfermarkt.com/ferran-jutgla/profil/spieler/599231
Romeo Vermant,"Jan 24, 2004 (21)",Centre-Forward,Club Brugge KV,Jupiler Pro League,€6.00m,Belgium,https://www.transfermarkt.com/romeo-vermant/profil/spieler/708454
Gustaf Nilsson,"May 23, 1997 (28)",Centre-Forward,Club Brugge KV,Jupiler Pro League,€5.00m,Sweden,https://www.transfermarkt.com/gustaf-nilsson/profil/spieler/320440
Kaye Furo,"Feb 6, 2007 (18)",Centre-Forward,Club Brugge KV,Jupiler Pro League,€1.00m,Belgium,https://www.transfermarkt.com/kaye-furo/profil/spieler/1011936
Anthony Moris,"Apr 29, 1990 (35)",Goalkeeper,Union Saint-Gilloise,Jupiler Pro League,€1.80m,Luxembourg / Belgium,https://www.transfermarkt.com/anthony-moris/profil/spieler/78570
Vic Chambaere,"Jan 10, 2003 (22)",Goalkeeper,Union Saint-Gilloise,Jupiler Pro League,€300k,Belgium,https://www.transfermarkt.com/vic-chambaere/profil/spieler/565429
Joachim Imbrechts,"Oct 9, 2001 (23)",Goalkeeper,Union Saint-Gilloise,Jupiler Pro League,€200k,Sweden / Belgium,https://www.transfermarkt.com/joachim-imbrechts/profil/spieler/502261
Giorgi Kavlashvili,"Jan 24, 2007 (18)",Goalkeeper,Union Saint-Gilloise,Jupiler Pro League,-,Georgia / Belgium,https://www.transfermarkt.com/giorgi-kavlashvili/profil/spieler/1193791
Koki Machida,"Aug 25, 1997 (27)",Centre-Back,Union Saint-Gilloise,Jupiler Pro League,€11.00m,Japan,https://www.transfermarkt.com/koki-machida/profil/spieler/415035
Kevin Mac Allister,"Nov 7, 1997 (27)",Centre-Back,Union Saint-Gilloise,Jupiler Pro League,€7.50m,Argentina / Italy,https://www.transfermarkt.com/kevin-mac-allister/profil/spieler/428920
Fedde Leysen,"Jul 9, 2003 (21)",Centre-Back,Union Saint-Gilloise,Jupiler Pro League,€3.00m,Belgium,https://www.transfermarkt.com/fedde-leysen/profil/spieler/660746
Christian Burgess,"Oct 7, 1991 (33)",Centre-Back,Union Saint-Gilloise,Jupiler Pro League,€2.20m,England,https://www.transfermarkt.com/christian-burgess/profil/spieler/244221
Ross Sykes,"Mar 26, 1999 (26)",Centre-Back,Union Saint-Gilloise,Jupiler Pro League,€2.20m,England,https://www.transfermarkt.com/ross-sykes/profil/spieler/450958
Mamadou Thierno Barry,"Mar 20, 2005 (20)",Centre-Back,Union Saint-Gilloise,Jupiler Pro League,€1.80m,Senegal,https://www.transfermarkt.com/mamadou-thierno-barry/profil/spieler/1250976
Mohamed Asaidi,"Feb 6, 2004 (21)",Centre-Back,Union Saint-Gilloise,Jupiler Pro League,-,Belgium,https://www.transfermarkt.com/mohamed-asaidi/profil/spieler/1052799
Daniel Tshilanda Kabongo,"Apr 27, 2006 (19)",Centre-Back,Union Saint-Gilloise,Jupiler Pro League,-,Belgium / DR Congo,https://www.transfermarkt.com/daniel-tshilanda-kabongo/profil/spieler/1115967
Guillaume François,"Jun 3, 1990 (35)",Right-Back,Union Saint-Gilloise,Jupiler Pro League,€150k,Belgium,https://www.transfermarkt.com/guillaume-francois/profil/spieler/72736
Charles Vanhoutte,"Sep 16, 1998 (26)",Defensive Midfield,Union Saint-Gilloise,Jupiler Pro League,€6.00m,Belgium,https://www.transfermarkt.com/charles-vanhoutte/profil/spieler/569845
Mohamed Asri,"Jun 8, 2004 (21)",Midfielder,Union Saint-Gilloise,Jupiler Pro League,-,Belgium,https://www.transfermarkt.com/mohamed-asri/profil/spieler/1052800
Noah Sadiki,"Dec 17, 2004 (20)",Central Midfield,Union Saint-Gilloise,Jupiler Pro League,€12.00m,DR Congo / Belgium,https://www.transfermarkt.com/noah-sadiki/profil/spieler/727089
Lazare Amani,"Mar 7, 1998 (27)",Central Midfield,Union Saint-Gilloise,Jupiler Pro League,€3.00m,Cote d'Ivoire / Belgium,https://www.transfermarkt.com/lazare-amani/profil/spieler/435808
Kamiel Van De Perre,"Feb 12, 2004 (21)",Central Midfield,Union Saint-Gilloise,Jupiler Pro League,€3.00m,Belgium,https://www.transfermarkt.com/kamiel-van-de-perre/profil/spieler/655021
Mathias Rasmussen,"Nov 25, 1997 (27)",Central Midfield,Union Saint-Gilloise,Jupiler Pro League,€2.00m,Norway,https://www.transfermarkt.com/mathias-rasmussen/profil/spieler/268327
Alessio Castro-Montes,"May 17, 1997 (28)",Right Midfield,Union Saint-Gilloise,Jupiler Pro League,€5.00m,Belgium / Spain,https://www.transfermarkt.com/alessio-castro-montes/profil/spieler/340166
Loïc Lapoussin,"Mar 27, 1996 (29)",Left Midfield,Union Saint-Gilloise,Jupiler Pro League,€2.50m,Madagascar / France,https://www.transfermarkt.com/loic-lapoussin/profil/spieler/533158
Cameron Puertas,"Aug 18, 1998 (26)",Attacking Midfield,Union Saint-Gilloise,Jupiler Pro League,€13.00m,Spain,https://www.transfermarkt.com/cameron-puertas/profil/spieler/449592
Anouar Ait El Hadj,"Apr 20, 2002 (23)",Attacking Midfield,Union Saint-Gilloise,Jupiler Pro League,€3.00m,Belgium / Morocco,https://www.transfermarkt.com/anouar-ait-el-hadj/profil/spieler/486039
Ousseynou Niang,"Oct 12, 2001 (23)",Left Winger,Union Saint-Gilloise,Jupiler Pro League,€4.00m,Senegal,https://www.transfermarkt.com/ousseynou-niang/profil/spieler/509463
Sofiane Boufal,"Sep 17, 1993 (31)",Left Winger,Union Saint-Gilloise,Jupiler Pro League,€3.50m,Morocco / France,https://www.transfermarkt.com/sofiane-boufal/profil/spieler/232271
Henok Teklab,"Nov 16, 1998 (26)",Left Winger,Union Saint-Gilloise,Jupiler Pro League,€800k,Germany / Eritrea,https://www.transfermarkt.com/henok-teklab/profil/spieler/492634
Anan Khalaili,"Sep 3, 2004 (20)",Right Winger,Union Saint-Gilloise,Jupiler Pro League,€8.00m,Israel,https://www.transfermarkt.com/anan-khalaili/profil/spieler/945021
Casper Terho,"Jun 24, 2003 (22)",Right Winger,Union Saint-Gilloise,Jupiler Pro League,€1.80m,Finland,https://www.transfermarkt.com/casper-terho/profil/spieler/679597
Mamadou Traoré,"Apr 3, 2002 (23)",Right Winger,Union Saint-Gilloise,Jupiler Pro League,€100k,Mali,https://www.transfermarkt.com/mamadou-traore/profil/spieler/543390
Soulaimane Berradi,"Nov 20, 2004 (20)",Second Striker,Union Saint-Gilloise,Jupiler Pro League,-,Belgium / Morocco,https://www.transfermarkt.com/soulaimane-berradi/profil/spieler/975716
Franjo Ivanovic,"Oct 1, 2003 (21)",Centre-Forward,Union Saint-Gilloise,Jupiler Pro League,€13.00m,Croatia,https://www.transfermarkt.com/franjo-ivanovic/profil/spieler/548028
Promise David,"Jul 3, 2001 (23)",Centre-Forward,Union Saint-Gilloise,Jupiler Pro League,€11.00m,Canada / Nigeria,https://www.transfermarkt.com/promise-david/profil/spieler/888785
Mohammed Fuseini,"May 16, 2002 (23)",Centre-Forward,Union Saint-Gilloise,Jupiler Pro League,€4.50m,Ghana,https://www.transfermarkt.com/mohammed-fuseini/profil/spieler/979410
Dennis Eckert Ayensa,"Jan 9, 1997 (28)",Centre-Forward,Union Saint-Gilloise,Jupiler Pro League,€2.50m,Germany / Spain,https://www.transfermarkt.com/dennis-eckert-ayensa/profil/spieler/249303
