Name,Age,Position,Club Name,League Name,Market Value,Nationality,Profile URL
Andreas Leitner,"Mar 25, 1994 (31)",Goalkeeper,SV Ried,Austrian Bundesliga,€300k,Austria,https://www.transfermarkt.com/andreas-leitner/profil/spieler/106851
Felix Wimmer,"Aug 17, 1998 (26)",Goalkeeper,SV Ried,Austrian Bundesliga,€75k,Austria,https://www.transfermarkt.com/felix-wimmer/profil/spieler/268335
Dominik Stöger,"Sep 22, 2006 (18)",Goalkeeper,SV Ried,Austrian Bundesliga,€10k,Austria,https://www.transfermarkt.com/dominik-stoger/profil/spieler/842187
Nikki Havenaar,"Feb 16, 1995 (30)",Centre-Back,SV Ried,Austrian Bundesliga,€500k,Japan,https://www.transfermarkt.com/nikki-havenaar/profil/spieler/129684
Oliver Steurer,"Jan 6, 1995 (30)",Centre-Back,SV Ried,Austrian Bundesliga,€300k,Germany,https://www.transfermarkt.com/oliver-steurer/profil/spieler/156710
Michael Sollbauer,"May 15, 1990 (35)",Centre-Back,SV Ried,Austrian Bundesliga,€150k,Austria,https://www.transfermarkt.com/michael-sollbauer/profil/spieler/74179
Benjamin Sammer,"Mar 11, 2005 (20)",Centre-Back,SV Ried,Austrian Bundesliga,€75k,Austria,https://www.transfermarkt.com/benjamin-sammer/profil/spieler/804033
Thomas Jungbauer,"Jul 30, 2005 (19)",Centre-Back,SV Ried,Austrian Bundesliga,€25k,Dominican Republic / Austria,https://www.transfermarkt.com/thomas-jungbauer/profil/spieler/807746
Marco Untergrabner,"Nov 2, 2001 (23)",Centre-Back,SV Ried,Austrian Bundesliga,-,Austria,https://www.transfermarkt.com/marco-untergrabner/profil/spieler/404468
David Bumberger,"Feb 5, 1999 (26)",Left-Back,SV Ried,Austrian Bundesliga,€250k,Austria,https://www.transfermarkt.com/david-bumberger/profil/spieler/321850
Lumor Agbenyenu,"Aug 15, 1996 (28)",Left-Back,SV Ried,Austrian Bundesliga,€150k,Ghana,https://www.transfermarkt.com/lumor-agbenyenu/profil/spieler/344393
Fabian Wohlmuth,"Jun 25, 2002 (23)",Right-Back,SV Ried,Austrian Bundesliga,€500k,Austria,https://www.transfermarkt.com/fabian-wohlmuth/profil/spieler/531289
Alexander Mankowski,"Sep 10, 2000 (24)",Right-Back,SV Ried,Austrian Bundesliga,-,Germany,https://www.transfermarkt.com/alexander-mankowski/profil/spieler/608896
Philip Weissenbacher,"Jun 1, 2005 (20)",Right-Back,SV Ried,Austrian Bundesliga,-,Austria,https://www.transfermarkt.com/philip-weissenbacher/profil/spieler/805544
Nemanja Celic,"Apr 26, 1999 (26)",Defensive Midfield,SV Ried,Austrian Bundesliga,€175k,Austria,https://www.transfermarkt.com/nemanja-celic/profil/spieler/353899
Jonas Mayer,"Jun 29, 2004 (21)",Central Midfield,SV Ried,Austrian Bundesliga,€500k,Austria,https://www.transfermarkt.com/jonas-mayer/profil/spieler/693101
Martin Rasner,"May 18, 1995 (30)",Central Midfield,SV Ried,Austrian Bundesliga,€300k,Austria,https://www.transfermarkt.com/martin-rasner/profil/spieler/195745
Nik Marinsek,"Feb 17, 1999 (26)",Central Midfield,SV Ried,Austrian Bundesliga,€175k,Slovenia,https://www.transfermarkt.com/nik-marinsek/profil/spieler/568282
Nermin Mesic,"Jan 23, 2006 (19)",Central Midfield,SV Ried,Austrian Bundesliga,-,Germany / Bosnia-Herzegovina,https://www.transfermarkt.com/nermin-mesic/profil/spieler/1046130
Mateo Zetic,"May 14, 2005 (20)",Right Midfield,SV Ried,Austrian Bundesliga,-,Austria,https://www.transfermarkt.com/mateo-zetic/profil/spieler/982774
Philipp Pomer,"Aug 12, 1997 (27)",Left Midfield,SV Ried,Austrian Bundesliga,€250k,Austria,https://www.transfermarkt.com/philipp-pomer/profil/spieler/289396
Fabian Rossdorfer,"Nov 9, 2005 (19)",Left Midfield,SV Ried,Austrian Bundesliga,€175k,Austria,https://www.transfermarkt.com/fabian-rossdorfer/profil/spieler/805503
Mark Grosse,"Feb 1, 1999 (26)",Attacking Midfield,SV Ried,Austrian Bundesliga,€500k,Austria,https://www.transfermarkt.com/mark-grosse/profil/spieler/317442
Ante Bajic,"Aug 22, 1995 (29)",Left Winger,SV Ried,Austrian Bundesliga,€400k,Austria,https://www.transfermarkt.com/ante-bajic/profil/spieler/282918
Antonio Van Wyk,"Mar 30, 2002 (23)",Right Winger,SV Ried,Austrian Bundesliga,€250k,South Africa,https://www.transfermarkt.com/antonio-van-wyk/profil/spieler/898140
Belmin Beganovic,"Sep 9, 2004 (20)",Centre-Forward,SV Ried,Austrian Bundesliga,€600k,Austria / Bosnia-Herzegovina,https://www.transfermarkt.com/belmin-beganovic/profil/spieler/693092
Wilfried Eza,"Dec 28, 1996 (28)",Centre-Forward,SV Ried,Austrian Bundesliga,€350k,Cote d'Ivoire,https://www.transfermarkt.com/wilfried-eza/profil/spieler/471373
Saliou Sané,"Jul 19, 1992 (32)",Centre-Forward,SV Ried,Austrian Bundesliga,€150k,Germany / Senegal,https://www.transfermarkt.com/saliou-sane/profil/spieler/94256
David Berger,"Nov 25, 2004 (20)",Centre-Forward,SV Ried,Austrian Bundesliga,€150k,Austria,https://www.transfermarkt.com/david-berger/profil/spieler/1099038
Daniel Wimmer,"Jul 6, 2005 (19)",Striker,SV Ried,Austrian Bundesliga,-,Austria,https://www.transfermarkt.com/daniel-wimmer/profil/spieler/1040498
Kjell Scherpen,"Jan 23, 2000 (25)",Goalkeeper,SK Sturm Graz,Austrian Bundesliga,€5.00m,Netherlands,https://www.transfermarkt.com/kjell-scherpen/profil/spieler/463527
Daniil Khudyakov,"Jan 9, 2004 (21)",Goalkeeper,SK Sturm Graz,Austrian Bundesliga,€800k,Russia,https://www.transfermarkt.com/daniil-khudyakov/profil/spieler/718756
Matteo Bignetti,"May 6, 2004 (21)",Goalkeeper,SK Sturm Graz,Austrian Bundesliga,€250k,Austria,https://www.transfermarkt.com/matteo-bignetti/profil/spieler/629032
Christoph Wiener-Pucher,"Oct 8, 2006 (18)",Goalkeeper,SK Sturm Graz,Austrian Bundesliga,€50k,Austria / Germany,https://www.transfermarkt.com/christoph-wiener-pucher/profil/spieler/905112
Gregory Wüthrich,"Dec 4, 1994 (30)",Centre-Back,SK Sturm Graz,Austrian Bundesliga,€3.50m,Switzerland / Ghana,https://www.transfermarkt.com/gregory-wuthrich/profil/spieler/203125
Niklas Geyrhofer,"Feb 11, 2000 (25)",Centre-Back,SK Sturm Graz,Austrian Bundesliga,€2.00m,Austria,https://www.transfermarkt.com/niklas-geyrhofer/profil/spieler/394008
Emanuel Aiwu,"Dec 25, 2000 (24)",Centre-Back,SK Sturm Graz,Austrian Bundesliga,€2.00m,Austria,https://www.transfermarkt.com/emanuel-aiwu/profil/spieler/394152
Konstantin Schopp,"Dec 30, 2005 (19)",Centre-Back,SK Sturm Graz,Austrian Bundesliga,€400k,Austria,https://www.transfermarkt.com/konstantin-schopp/profil/spieler/805123
Alexandar Borkovic,"Jun 11, 1999 (26)",Centre-Back,SK Sturm Graz,Austrian Bundesliga,€350k,Austria,https://www.transfermarkt.com/alexandar-borkovic/profil/spieler/321050
Dimitri Lavalée,"Jan 13, 1997 (28)",Left-Back,SK Sturm Graz,Austrian Bundesliga,€4.00m,Belgium,https://www.transfermarkt.com/dimitri-lavalee/profil/spieler/420890
Emir Karic,"Jun 9, 1997 (28)",Left-Back,SK Sturm Graz,Austrian Bundesliga,€700k,Bosnia-Herzegovina / Austria,https://www.transfermarkt.com/emir-karic/profil/spieler/286596
Emran Soglo,"Jul 11, 2005 (19)",Left-Back,SK Sturm Graz,Austrian Bundesliga,€500k,England / France,https://www.transfermarkt.com/emran-soglo/profil/spieler/913495
Oliver Sorg,"Jul 31, 2007 (17)",Left-Back,SK Sturm Graz,Austrian Bundesliga,€400k,Austria,https://www.transfermarkt.com/oliver-sorg/profil/spieler/960444
Jusuf Gazibegovic,"Mar 11, 2000 (25)",Right-Back,SK Sturm Graz,Austrian Bundesliga,€4.00m,Bosnia-Herzegovina,https://www.transfermarkt.com/jusuf-gazibegovic/profil/spieler/393745
Max Johnston,"Dec 26, 2003 (21)",Right-Back,SK Sturm Graz,Austrian Bundesliga,€3.50m,Scotland / England,https://www.transfermarkt.com/max-johnston/profil/spieler/652632
Arjan Malic,"Aug 28, 2005 (19)",Right-Back,SK Sturm Graz,Austrian Bundesliga,€1.50m,Bosnia-Herzegovina / Slovenia,https://www.transfermarkt.com/arjan-malic/profil/spieler/805534
Jon Gorenc Stankovic,"Jan 14, 1996 (29)",Defensive Midfield,SK Sturm Graz,Austrian Bundesliga,€4.00m,Slovenia,https://www.transfermarkt.com/jon-gorenc-stankovic/profil/spieler/245034
Malick Yalcouyé,"Nov 18, 2005 (19)",Central Midfield,SK Sturm Graz,Austrian Bundesliga,€17.00m,Cote d'Ivoire / Mali,https://www.transfermarkt.com/malick-yalcouye/profil/spieler/1178758
Tochi Chukwuani,"Mar 24, 2003 (22)",Central Midfield,SK Sturm Graz,Austrian Bundesliga,€4.00m,Denmark / Nigeria,https://www.transfermarkt.com/tochi-chukwuani/profil/spieler/553328
Martin Kern,"Mar 23, 2006 (19)",Central Midfield,SK Sturm Graz,Austrian Bundesliga,€250k,Hungary,https://www.transfermarkt.com/martin-kern/profil/spieler/954277
Tomi Horvat,"Mar 24, 1999 (26)",Right Midfield,SK Sturm Graz,Austrian Bundesliga,€5.00m,Slovenia,https://www.transfermarkt.com/tomi-horvat/profil/spieler/340415
Jacob Peter Hödl,"Jan 31, 2007 (18)",Right Midfield,SK Sturm Graz,Austrian Bundesliga,€1.00m,Austria,https://www.transfermarkt.com/jacob-peter-hodl/profil/spieler/960463
Stefan Hierländer,"Feb 3, 1991 (34)",Right Midfield,SK Sturm Graz,Austrian Bundesliga,€200k,Austria,https://www.transfermarkt.com/stefan-hierlander/profil/spieler/59053
Otar Kiteishvili,"Mar 26, 1996 (29)",Attacking Midfield,SK Sturm Graz,Austrian Bundesliga,€6.00m,Georgia,https://www.transfermarkt.com/otar-kiteishvili/profil/spieler/352596
Lovro Zvonarek,"May 8, 2005 (20)",Attacking Midfield,SK Sturm Graz,Austrian Bundesliga,€1.50m,Croatia,https://www.transfermarkt.com/lovro-zvonarek/profil/spieler/892973
Mika Biereth,"Feb 8, 2003 (22)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€30.00m,Denmark / England,https://www.transfermarkt.com/mika-biereth/profil/spieler/565821
William Bøving,"Mar 1, 2003 (22)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€8.00m,Denmark,https://www.transfermarkt.com/william-boving/profil/spieler/610400
Erencan Yardımcı,"Feb 4, 2002 (23)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€2.50m,Türkiye,https://www.transfermarkt.com/erencan-yardimci/profil/spieler/618898
Leon Grgic,"Jan 22, 2006 (19)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€2.50m,Austria / Croatia,https://www.transfermarkt.com/leon-grgic/profil/spieler/822601
Fally Mayulu,"Jul 15, 2002 (22)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€2.00m,France / DR Congo,https://www.transfermarkt.com/fally-mayulu/profil/spieler/826719
Seedy Jatta,"Mar 18, 2003 (22)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€2.00m,Norway,https://www.transfermarkt.com/seedy-jatta/profil/spieler/661206
Szymon Wlodarczyk,"Jan 5, 2003 (22)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€1.60m,Poland,https://www.transfermarkt.com/szymon-wlodarczyk/profil/spieler/554282
Amady Camara,"May 28, 2005 (20)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€1.50m,Mali,https://www.transfermarkt.com/amady-camara/profil/spieler/1155608
Manprit Sarkaria,"Aug 26, 1996 (28)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€800k,Austria,https://www.transfermarkt.com/manprit-sarkaria/profil/spieler/288690
Belmin Beganovic,"Sep 9, 2004 (20)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€600k,Austria / Bosnia-Herzegovina,https://www.transfermarkt.com/belmin-beganovic/profil/spieler/693092
Peter Kiedl,"Jan 13, 2004 (21)",Centre-Forward,SK Sturm Graz,Austrian Bundesliga,€400k,Austria,https://www.transfermarkt.com/peter-kiedl/profil/spieler/692756
Alexander Schlager,"Feb 1, 1996 (29)",Goalkeeper,Red Bull Salzburg,Austrian Bundesliga,€2.50m,Austria,https://www.transfermarkt.com/alexander-schlager/profil/spieler/186374
Janis Blaswich,"May 2, 1991 (34)",Goalkeeper,Red Bull Salzburg,Austrian Bundesliga,€700k,Germany,https://www.transfermarkt.com/janis-blaswich/profil/spieler/81173
Salko Hamzic,"Sep 17, 2006 (18)",Goalkeeper,Red Bull Salzburg,Austrian Bundesliga,€400k,Austria / Bosnia-Herzegovina,https://www.transfermarkt.com/salko-hamzic/profil/spieler/948133
Jonas Krumrey,"Nov 25, 2003 (21)",Goalkeeper,Red Bull Salzburg,Austrian Bundesliga,€300k,Germany,https://www.transfermarkt.com/jonas-krumrey/profil/spieler/531637
Christian Zawieschitzky,"May 2, 2007 (18)",Goalkeeper,Red Bull Salzburg,Austrian Bundesliga,€300k,Austria,https://www.transfermarkt.com/christian-zawieschitzky/profil/spieler/915421
Valentin Oelz,"Apr 24, 2005 (20)",Goalkeeper,Red Bull Salzburg,Austrian Bundesliga,€75k,Austria,https://www.transfermarkt.com/valentin-oelz/profil/spieler/694561
Joane Gadou,"Jan 17, 2007 (18)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€15.00m,France / Cote d'Ivoire,https://www.transfermarkt.com/joane-gadou/profil/spieler/1075577
Samson Baidoo,"Mar 31, 2004 (21)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€8.00m,Austria,https://www.transfermarkt.com/samson-baidoo/profil/spieler/655217
Kamil Piatkowski,"Jun 21, 2000 (25)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€4.50m,Poland,https://www.transfermarkt.com/kamil-piatkowski/profil/spieler/345449
Jacob Rasmussen,"May 28, 1997 (28)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€3.50m,Denmark,https://www.transfermarkt.com/jacob-rasmussen/profil/spieler/283233
Hendry Blank,"Aug 21, 2004 (20)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€3.00m,Germany / Ghana,https://www.transfermarkt.com/hendry-blank/profil/spieler/804831
John Mellberg,"Jul 30, 2006 (18)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€2.00m,Sweden,https://www.transfermarkt.com/john-mellberg/profil/spieler/1072724
Maximiliano Caufriez,"Feb 16, 1997 (28)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€1.00m,Belgium,https://www.transfermarkt.com/maximiliano-caufriez/profil/spieler/369267
Jannik Schuster,"May 16, 2006 (19)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€600k,Austria,https://www.transfermarkt.com/jannik-schuster/profil/spieler/915418
Bryan Okoh,"May 16, 2003 (22)",Centre-Back,Red Bull Salzburg,Austrian Bundesliga,€500k,Switzerland / United States,https://www.transfermarkt.com/bryan-okoh/profil/spieler/539795
Aleksa Terzic,"Aug 17, 1999 (25)",Left-Back,Red Bull Salzburg,Austrian Bundesliga,€3.50m,Serbia,https://www.transfermarkt.com/aleksa-terzic/profil/spieler/404260
Daouda Guindo,"Oct 14, 2002 (22)",Left-Back,Red Bull Salzburg,Austrian Bundesliga,€2.00m,Mali,https://www.transfermarkt.com/daouda-guindo/profil/spieler/671590
Lassina Traoré,"Jan 10, 2007 (18)",Left-Back,Red Bull Salzburg,Austrian Bundesliga,€400k,Burkina Faso,https://www.transfermarkt.com/lassina-traore/profil/spieler/1133809
Amar Dedic,"Aug 18, 2002 (22)",Right-Back,Red Bull Salzburg,Austrian Bundesliga,€12.00m,Bosnia-Herzegovina,https://www.transfermarkt.com/amar-dedic/profil/spieler/519184
Ignace Van der Brempt,"Apr 1, 2002 (23)",Right-Back,Red Bull Salzburg,Austrian Bundesliga,€4.00m,Belgium,https://www.transfermarkt.com/ignace-van-der-brempt/profil/spieler/490423
Leandro Morgalla,"Sep 13, 2004 (20)",Right-Back,Red Bull Salzburg,Austrian Bundesliga,€2.00m,Germany,https://www.transfermarkt.com/leandro-morgalla/profil/spieler/786822
Stefan Lainer,"Aug 27, 1992 (32)",Right-Back,Red Bull Salzburg,Austrian Bundesliga,€1.20m,Austria,https://www.transfermarkt.com/stefan-lainer/profil/spieler/85791
Tim Trummer,"Nov 10, 2005 (19)",Right-Back,Red Bull Salzburg,Austrian Bundesliga,€1.20m,Austria,https://www.transfermarkt.com/tim-trummer/profil/spieler/804035
Stefan Bajcetic,"Oct 22, 2004 (20)",Defensive Midfield,Red Bull Salzburg,Austrian Bundesliga,€9.00m,Spain / Serbia,https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799
Lucas Gourna-Douath,"Aug 5, 2003 (21)",Defensive Midfield,Red Bull Salzburg,Austrian Bundesliga,€8.00m,France / Central African Republic,https://www.transfermarkt.com/lucas-gourna-douath/profil/spieler/620313
Mamady Diambou,"Nov 11, 2002 (22)",Defensive Midfield,Red Bull Salzburg,Austrian Bundesliga,€3.00m,Mali,https://www.transfermarkt.com/mamady-diambou/profil/spieler/671593
Soumaïla Diabaté,"Nov 22, 2004 (20)",Defensive Midfield,Red Bull Salzburg,Austrian Bundesliga,€2.00m,Mali,https://www.transfermarkt.com/soumaila-diabate/profil/spieler/1089004
Takumu Kawamura,"Aug 28, 1999 (25)",Defensive Midfield,Red Bull Salzburg,Austrian Bundesliga,€1.70m,Japan,https://www.transfermarkt.com/takumu-kawamura/profil/spieler/515650
Samson Tijani,"May 17, 2002 (23)",Defensive Midfield,Red Bull Salzburg,Austrian Bundesliga,€300k,Nigeria,https://www.transfermarkt.com/samson-tijani/profil/spieler/666613
Maurits Kjaergaard,"Jun 26, 2003 (22)",Central Midfield,Red Bull Salzburg,Austrian Bundesliga,€10.00m,Denmark,https://www.transfermarkt.com/maurits-kjaergaard/profil/spieler/610405
Mads Bidstrup,"Feb 25, 2001 (24)",Central Midfield,Red Bull Salzburg,Austrian Bundesliga,€10.00m,Denmark,https://www.transfermarkt.com/mads-bidstrup/profil/spieler/462832
Nicolás Capaldo,"Sep 14, 1998 (26)",Central Midfield,Red Bull Salzburg,Austrian Bundesliga,€5.00m,Argentina / Italy,https://www.transfermarkt.com/nicolas-capaldo/profil/spieler/649672
Amankwah Forson,"Dec 31, 2002 (22)",Central Midfield,Red Bull Salzburg,Austrian Bundesliga,€4.50m,Ghana,https://www.transfermarkt.com/amankwah-forson/profil/spieler/650944
Bobby Clark,"Feb 7, 2005 (20)",Central Midfield,Red Bull Salzburg,Austrian Bundesliga,€4.50m,England,https://www.transfermarkt.com/bobby-clark/profil/spieler/712117
Valentin Sulzbacher,"Mar 11, 2005 (20)",Central Midfield,Red Bull Salzburg,Austrian Bundesliga,€1.50m,Austria,https://www.transfermarkt.com/valentin-sulzbacher/profil/spieler/804034
Oliver Lukic,"Sep 22, 2006 (18)",Central Midfield,Red Bull Salzburg,Austrian Bundesliga,€800k,Croatia / Austria,https://www.transfermarkt.com/oliver-lukic/profil/spieler/915896
Frans Krätzig,"Jan 14, 2003 (22)",Left Midfield,Red Bull Salzburg,Austrian Bundesliga,€3.50m,Germany,https://www.transfermarkt.com/frans-kratzig/profil/spieler/604320
Oscar Gloukh,"Apr 1, 2004 (21)",Attacking Midfield,Red Bull Salzburg,Austrian Bundesliga,€20.00m,Israel,https://www.transfermarkt.com/oscar-gloukh/profil/spieler/930571
Dijon Kameri,"Apr 20, 2004 (21)",Attacking Midfield,Red Bull Salzburg,Austrian Bundesliga,€1.00m,Austria,https://www.transfermarkt.com/dijon-kameri/profil/spieler/629005
Sota Kitano,"Aug 13, 2004 (20)",Attacking Midfield,Red Bull Salzburg,Austrian Bundesliga,€600k,Japan,https://www.transfermarkt.com/sota-kitano/profil/spieler/671114
Dorgeles Nene,"Dec 23, 2002 (22)",Left Winger,Red Bull Salzburg,Austrian Bundesliga,€12.00m,Mali,https://www.transfermarkt.com/dorgeles-nene/profil/spieler/671591
Moussa Yeo,"Jun 1, 2004 (21)",Right Winger,Red Bull Salzburg,Austrian Bundesliga,€8.00m,Mali,https://www.transfermarkt.com/moussa-yeo/profil/spieler/1041861
Edmund Baidoo,"Jan 30, 2006 (19)",Right Winger,Red Bull Salzburg,Austrian Bundesliga,€4.00m,Ghana,https://www.transfermarkt.com/edmund-baidoo/profil/spieler/1236853
Karim Konaté,"Mar 21, 2004 (21)",Centre-Forward,Red Bull Salzburg,Austrian Bundesliga,€15.00m,Cote d'Ivoire,https://www.transfermarkt.com/karim-konate/profil/spieler/847278
Yorbe Vertessen,"Jan 8, 2001 (24)",Centre-Forward,Red Bull Salzburg,Austrian Bundesliga,€6.00m,Belgium,https://www.transfermarkt.com/yorbe-vertessen/profil/spieler/409517
Adam Daghim,"Sep 28, 2005 (19)",Centre-Forward,Red Bull Salzburg,Austrian Bundesliga,€5.00m,Denmark,https://www.transfermarkt.com/adam-daghim/profil/spieler/881297
Petar Ratkov,"Aug 18, 2003 (21)",Centre-Forward,Red Bull Salzburg,Austrian Bundesliga,€3.00m,Serbia,https://www.transfermarkt.com/petar-ratkov/profil/spieler/846254
Roko Simic,"Sep 10, 2003 (21)",Centre-Forward,Red Bull Salzburg,Austrian Bundesliga,€2.00m,Croatia,https://www.transfermarkt.com/roko-simic/profil/spieler/658693
Gaoussou Diakité,"Sep 26, 2005 (19)",Centre-Forward,Red Bull Salzburg,Austrian Bundesliga,€800k,Mali,https://www.transfermarkt.com/gaoussou-diakite/profil/spieler/1227723
Karim Onisiwo,"Mar 17, 1992 (33)",Centre-Forward,Red Bull Salzburg,Austrian Bundesliga,€800k,Austria,https://www.transfermarkt.com/karim-onisiwo/profil/spieler/119234
Enrique Aguilar,"Jan 27, 2007 (18)",Centre-Forward,Red Bull Salzburg,Austrian Bundesliga,€400k,Switzerland / Spain,https://www.transfermarkt.com/enrique-aguilar/profil/spieler/1057525
Raphael Sallinger,"Dec 8, 1995 (29)",Goalkeeper,TSV Hartberg,Austrian Bundesliga,€600k,Austria,https://www.transfermarkt.com/raphael-sallinger/profil/spieler/225360
Luka Maric,"Jul 19, 2002 (22)",Goalkeeper,TSV Hartberg,Austrian Bundesliga,€250k,Austria / Croatia,https://www.transfermarkt.com/luka-maric/profil/spieler/432859
Elias Scherf,"May 11, 2003 (22)",Goalkeeper,TSV Hartberg,Austrian Bundesliga,€125k,Austria,https://www.transfermarkt.com/elias-scherf/profil/spieler/580623
Harald Postl,"Sep 29, 2005 (19)",Goalkeeper,TSV Hartberg,Austrian Bundesliga,€25k,Austria,https://www.transfermarkt.com/harald-postl/profil/spieler/1142392
Paul Komposch,"May 13, 2001 (24)",Centre-Back,TSV Hartberg,Austrian Bundesliga,€1.20m,Austria,https://www.transfermarkt.com/paul-komposch/profil/spieler/452461
Fabian Wilfinger,"Aug 27, 2003 (21)",Centre-Back,TSV Hartberg,Austrian Bundesliga,€500k,Austria,https://www.transfermarkt.com/fabian-wilfinger/profil/spieler/1009490
Mateo Karamatic,"Sep 28, 2001 (23)",Centre-Back,TSV Hartberg,Austrian Bundesliga,€450k,Austria / Croatia,https://www.transfermarkt.com/mateo-karamatic/profil/spieler/432224
Björn Hardley,"Dec 19, 2002 (22)",Centre-Back,TSV Hartberg,Austrian Bundesliga,€100k,Netherlands / Suriname,https://www.transfermarkt.com/bjorn-hardley/profil/spieler/682562
Emmanuel Ojukwu,"Jun 13, 2004 (21)",Centre-Back,TSV Hartberg,Austrian Bundesliga,€100k,Austria,https://www.transfermarkt.com/emmanuel-ojukwu/profil/spieler/1167442
Manuel Pfeifer,"Sep 10, 1999 (25)",Left-Back,TSV Hartberg,Austrian Bundesliga,€800k,Austria,https://www.transfermarkt.com/manuel-pfeifer/profil/spieler/354069
Raphael Hofer,"Feb 14, 2003 (22)",Left-Back,TSV Hartberg,Austrian Bundesliga,€300k,Austria,https://www.transfermarkt.com/raphael-hofer/profil/spieler/603953
Jürgen Heil,"Apr 4, 1997 (28)",Right-Back,TSV Hartberg,Austrian Bundesliga,€800k,Austria,https://www.transfermarkt.com/jurgen-heil/profil/spieler/271223
Furkan Demir,"Nov 29, 2004 (20)",Right-Back,TSV Hartberg,Austrian Bundesliga,€500k,Türkiye / Austria,https://www.transfermarkt.com/furkan-demir/profil/spieler/692598
Damjan Kovacevic,"Aug 28, 2004 (20)",Right-Back,TSV Hartberg,Austrian Bundesliga,€250k,Austria,https://www.transfermarkt.com/damjan-kovacevic/profil/spieler/694598
Benjamin Markus,"Jan 30, 2001 (24)",Defensive Midfield,TSV Hartberg,Austrian Bundesliga,€700k,Slovenia,https://www.transfermarkt.com/benjamin-markus/profil/spieler/515480
Tobias Kainz,"Oct 31, 1992 (32)",Defensive Midfield,TSV Hartberg,Austrian Bundesliga,€300k,Austria,https://www.transfermarkt.com/tobias-kainz/profil/spieler/69741
Justin Omoregie,"Sep 21, 2003 (21)",Central Midfield,TSV Hartberg,Austrian Bundesliga,€700k,Austria,https://www.transfermarkt.com/justin-omoregie/profil/spieler/581880
Youba Diarra,"Mar 24, 1998 (27)",Central Midfield,TSV Hartberg,Austrian Bundesliga,€500k,Mali,https://www.transfermarkt.com/youba-diarra/profil/spieler/564451
Maximilian Fillafer,"Dec 26, 2004 (20)",Right Midfield,TSV Hartberg,Austrian Bundesliga,€300k,Austria,https://www.transfermarkt.com/maximilian-fillafer/profil/spieler/870891
Sandro Schendl,"Mar 19, 2003 (22)",Right Midfield,TSV Hartberg,Austrian Bundesliga,€100k,Austria,https://www.transfermarkt.com/sandro-schendl/profil/spieler/527596
Dominik Prokop,"Jun 2, 1997 (28)",Left Midfield,TSV Hartberg,Austrian Bundesliga,€600k,Austria,https://www.transfermarkt.com/dominik-prokop/profil/spieler/223975
Jonas Karner,"Sep 28, 2004 (20)",Attacking Midfield,TSV Hartberg,Austrian Bundesliga,€250k,Austria,https://www.transfermarkt.com/jonas-karner/profil/spieler/692755
Lind Hajdari,"Aug 11, 2005 (19)",Attacking Midfield,TSV Hartberg,Austrian Bundesliga,-,Austria,https://www.transfermarkt.com/lind-hajdari/profil/spieler/808697
Donis Avdijaj,"Aug 25, 1996 (28)",Left Winger,TSV Hartberg,Austrian Bundesliga,€1.00m,Kosovo / Germany,https://www.transfermarkt.com/donis-avdijaj/profil/spieler/196227
Ruben Providence,"Jul 7, 2001 (23)",Left Winger,TSV Hartberg,Austrian Bundesliga,€350k,Haiti / France,https://www.transfermarkt.com/ruben-providence/profil/spieler/536520
Aaron Sky Schwarz,"Mar 20, 2004 (21)",Left Winger,TSV Hartberg,Austrian Bundesliga,€200k,Austria,https://www.transfermarkt.com/aaron-sky-schwarz/profil/spieler/604458
Jed Drew,"Aug 29, 2003 (21)",Right Winger,TSV Hartberg,Austrian Bundesliga,€550k,Australia,https://www.transfermarkt.com/jed-drew/profil/spieler/1000284
Christoph Urdl,"Aug 17, 1999 (25)",Right Winger,TSV Hartberg,Austrian Bundesliga,€175k,Austria,https://www.transfermarkt.com/christoph-urdl/profil/spieler/354071
Nelson Amadin,"Oct 31, 2000 (24)",Right Winger,TSV Hartberg,Austrian Bundesliga,€100k,Netherlands,https://www.transfermarkt.com/nelson-amadin/profil/spieler/425478
Patrik Mijic,"Nov 4, 1998 (26)",Centre-Forward,TSV Hartberg,Austrian Bundesliga,€1.00m,Croatia,https://www.transfermarkt.com/patrik-mijic/profil/spieler/696246
Elias Havel,"Apr 16, 2003 (22)",Centre-Forward,TSV Hartberg,Austrian Bundesliga,€350k,Austria,https://www.transfermarkt.com/elias-havel/profil/spieler/566626
