Name,Age,Position,Club Name,League Name,Market Value,Nationality,Profile URL
Romeo Amane,"Feb 20, 2003 (22)",Central Midfield,Rapid Vienna,Austrian Bundesliga,€3.50m,Cote d'Ivoire,https://www.transfermarkt.com/romeo-amane/profil/spieler/961937
Roman Kerschbaum,"Jan 19, 1994 (31)",Central Midfield,Rapid Vienna,Austrian Bundesliga,€225k,Austria,https://www.transfermarkt.com/roman-kerschbaum/profil/spieler/120202
Louis Schaub,"Dec 29, 1994 (30)",Right Midfield,Rapid Vienna,Austrian Bundesliga,€700k,Austria,https://www.transfermarkt.com/louis-schaub/profil/spieler/147485
Matthias Seidl,"Jan 24, 2001 (24)",Left Midfield,Rapid Vienna,Austrian Bundesliga,€3.00m,Austria,https://www.transfermarkt.com/matthias-seidl/profil/spieler/526895
Dennis Kaygın,"Apr 2, 2004 (21)",Attacking Midfield,Rapid Vienna,Austrian Bundesliga,€450k,Germany / Sweden,https://www.transfermarkt.com/dennis-kaygin/profil/spieler/829257
Isak Jansson,"Jan 31, 2002 (23)",Left Winger,Rapid Vienna,Austrian Bundesliga,€3.50m,Sweden,https://www.transfermarkt.com/isak-jansson/profil/spieler/535820
Thierry Gale,"May 1, 2002 (23)",Left Winger,Rapid Vienna,Austrian Bundesliga,€550k,Barbados,https://www.transfermarkt.com/thierry-gale/profil/spieler/576125
Jovan Zivkovic,"May 23, 2006 (19)",Left Winger,Rapid Vienna,Austrian Bundesliga,€400k,Austria / Serbia,https://www.transfermarkt.com/jovan-zivkovic/profil/spieler/888286
Ismaïl Seydi,"Jul 15, 2001 (23)",Left Winger,Rapid Vienna,Austrian Bundesliga,€300k,France,https://www.transfermarkt.com/ismail-seydi/profil/spieler/1038701
Nikolaus Wurmbrand,"Jan 5, 2006 (19)",Right Winger,Rapid Vienna,Austrian Bundesliga,€2.00m,Austria,https://www.transfermarkt.com/nikolaus-wurmbrand/profil/spieler/803052
Andrija Radulovic,"Jul 3, 2002 (22)",Right Winger,Rapid Vienna,Austrian Bundesliga,€1.50m,Montenegro / Serbia,https://www.transfermarkt.com/andrija-radulovic/profil/spieler/614194
Christoph Lang,"Jan 7, 2002 (23)",Right Winger,Rapid Vienna,Austrian Bundesliga,€800k,Austria,https://www.transfermarkt.com/christoph-lang/profil/spieler/527589
Daniel Nunoo,"Aug 20, 2006 (18)",Right Winger,Rapid Vienna,Austrian Bundesliga,€300k,Ghana,https://www.transfermarkt.com/daniel-nunoo/profil/spieler/1312171
Dion Beljo,"Mar 1, 2002 (23)",Centre-Forward,Rapid Vienna,Austrian Bundesliga,€4.00m,Croatia,https://www.transfermarkt.com/dion-beljo/profil/spieler/618350
Ercan Kara,"Jan 3, 1996 (29)",Centre-Forward,Rapid Vienna,Austrian Bundesliga,€800k,Austria,https://www.transfermarkt.com/ercan-kara/profil/spieler/320701
Tobias Hedl,"Jan 15, 2003 (22)",Centre-Forward,Rapid Vienna,Austrian Bundesliga,€500k,Austria,https://www.transfermarkt.com/tobias-hedl/profil/spieler/548037
Noah Bischof,"Dec 7, 2002 (22)",Centre-Forward,Rapid Vienna,Austrian Bundesliga,€500k,Austria,https://www.transfermarkt.com/noah-bischof/profil/spieler/519444
Furkan Dursun,"Mar 14, 2005 (20)",Centre-Forward,Rapid Vienna,Austrian Bundesliga,€300k,Austria,https://www.transfermarkt.com/furkan-dursun/profil/spieler/803045
Guido Burgstaller,"Apr 29, 1989 (36)",Centre-Forward,Rapid Vienna,Austrian Bundesliga,€250k,Austria,https://www.transfermarkt.com/guido-burgstaller/profil/spieler/49239
