Name,Age,Position,Nationality,Market Value,Club Name
Mohamed Bamba,20,Defensive Midfield,Cote d'Ivoire,€3.00m,Gil Vicente FC
Roan Wilson,23,Defensive Midfield,Costa Rica,€700k,Gil Vicente FC
Diogo Pereira,22,Defensive Midfield,Portugal,€100k,Gil Vicente FC
Facundo Cáseres,24,Central Midfield,Argentina,€1.00m,Gil Vicente FC
João Teixeira,31,Central Midfield,Portugal,€300k,Gil Vicente FC
Kanya Fujimoto,26,Attacking Midfield,Japan,€4.00m,Gil Vicente FC
Luís Esteves,27,Attacking Midfield,Portugal,€1.00m,Gil Vicente FC
Santi García,23,Attacking Midfield,Spain,€800k,Gil Vicente FC
Félix Correia,24,Left Winger,Portugal / Sao Tome and Principe,€4.00m,Gil Vicente FC
Tidjany Touré,22,Left Winger,France / Cote d'Ivoire,€500k,Gil Vicente FC
Diego Collado,24,Left Winger,Spain,€400k,Gil Vicente FC
Sergio Bermejo,27,Right Winger,Spain,€900k,Gil Vicente FC
Jordi Mboula,26,Right Winger,Spain / Congo,€500k,Gil Vicente FC
Pablo,21,Centre-Forward,Brazil / Portugal,€800k,Gil Vicente FC
Carlos Eduardo,22,Centre-Forward,Brazil,€700k,Gil Vicente FC
Roko Baturina,25,Centre-Forward,Croatia,€600k,Gil Vicente FC
Jorge Aguirre,25,Centre-Forward,Cuba / Spain,€600k,Gil Vicente FC
Caio Secco,34,Goalkeeper,Brazil / Italy,€200k,Moreirense FC
Mika,34,Goalkeeper,Portugal / Switzerland,€100k,Moreirense FC
Michel,22,Centre-Back,Brazil,€1.00m,Moreirense FC
Maracás,31,Centre-Back,Brazil,€1.00m,Moreirense FC
Gilberto Batista,21,Centre-Back,Guinea-Bissau / Portugal,€200k,Moreirense FC
Marcelo,35,Centre-Back,Brazil / Portugal,€100k,Moreirense FC
Leonardo Buta,23,Left-Back,Portugal / Angola,€2.00m,Moreirense FC
Álvaro Martínez,23,Left-Back,Spain,€400k,Moreirense FC
Dinis Pinto,24,Right-Back,Portugal,€1.50m,Moreirense FC
Guilherme Liberato,24,Defensive Midfield,Brazil,€300k,Moreirense FC
Afonso Assis,18,Defensive Midfield,Portugal,€100k,Moreirense FC
Lawrence Ofori,27,Central Midfield,Ghana,€2.00m,Moreirense FC
Rodri Alonso,22,Central Midfield,Spain,€300k,Moreirense FC
Miguel Rebelo,21,Central Midfield,Portugal,€200k,Moreirense FC
Alan,25,Attacking Midfield,Brazil,€4.00m,Moreirense FC
Benny,27,Left Winger,Portugal,€1.00m,Moreirense FC
Kiko Bondoso,29,Left Winger,Portugal,€800k,Moreirense FC
Cedric Teguia,23,Left Winger,Spain / Cameroon,€800k,Moreirense FC
Jeremy Antonisse,23,Left Winger,Curacao / Netherlands,€700k,Moreirense FC
Joel Jorquera,24,Left Winger,Spain,€300k,Moreirense FC
Guilherme Schettine,29,Centre-Forward,Brazil / Italy,€900k,Moreirense FC
Yan Maranhão,22,Centre-Forward,Brazil,€600k,Moreirense FC
João Bravim,27,Goalkeeper,Brazil / Italy,€800k,FC Alverca
Pedro Silva,28,Goalkeeper,Portugal,€200k,FC Alverca
Cristian,23,Goalkeeper,Brazil,€75k,FC Alverca
Talisca,22,Centre-Back,Brazil,€75k,FC Alverca
Sema Velázquez,34,Centre-Back,Venezuela / Italy,€50k,FC Alverca
Thauan Lara,21,Left-Back,Brazil,€600k,FC Alverca
João Douglas,21,Left-Back,Brazil,€50k,FC Alverca
Ricardo Dias,34,Defensive Midfield,Portugal,€50k,FC Alverca
Ageu,23,Central Midfield,Brazil,€800k,FC Alverca
Diogo Martins,28,Attacking Midfield,Portugal,€400k,FC Alverca
Rafael Conceição,21,Attacking Midfield,Brazil,€75k,FC Alverca
André Bukia,30,Right Winger,DR Congo,€150k,FC Alverca
Caio Rosa,24,Right Winger,Brazil,€50k,FC Alverca
Harramiz,34,Right Winger,Sao Tome and Principe / Portugal,-,FC Alverca
